measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,25331,Enugu,3,Both,22,All ages,1,Number,2023,5224427.6757959165,6219115.284945646,4308657.644137935
44,Population,544,Massachusetts,3,Both,22,All ages,1,Number,2023,7051376.726589288,7926323.318035645,6224528.806408454
44,Population,73,Western Europe,3,Both,22,All ages,1,Number,2023,445090950.6983629,456006788.19413376,433623017.62915295
44,Population,136,Paraguay,3,Both,22,All ages,1,Number,2023,6321526.094369462,6795845.207328375,5831500.053069537
44,Population,488,North-West,3,Both,22,All ages,1,Number,2023,3844841.550851599,4247607.406586816,3451337.2750910283
44,Population,547,Mississippi,3,Both,22,All ages,1,Number,2023,2935474.215198011,3319990.272088662,2585494.04874439
44,Population,4667,Sinaloa,3,Both,22,All ages,1,Number,2023,3149931.0872256774,3555993.6802957137,2783246.7921056617
44,Population,9,Southeast Asia,3,Both,22,All ages,1,Number,2023,714141033.7605777,746530092.9752429,683119989.7725545
44,Population,10,Cambodia,3,Both,22,All ages,1,Number,2023,17191607.881796032,18871438.40135247,15565104.803424092
44,Population,4763,Pará,3,Both,22,All ages,1,Number,2023,8485622.57458087,9383471.941845326,7634799.893816552
44,Population,4761,Mato Grosso do Sul,3,Both,22,All ages,1,Number,2023,2870418.415883897,3192378.899426311,2589351.1912818025
44,Population,546,Minnesota,3,Both,22,All ages,1,Number,2023,5781541.571160566,6473959.875886032,5125601.754947726
44,Population,485,KwaZulu-Natal,3,Both,22,All ages,1,Number,2023,12902612.565728508,14153037.07424033,11698505.622177718
44,Population,4762,Mato Grosso,3,Both,22,All ages,1,Number,2023,3800718.291547136,4209111.9357032105,3433194.241341535
44,Population,75,Austria,3,Both,22,All ages,1,Number,2023,9062904.662048802,9196821.552144332,8942918.71243607
44,Population,195,Namibia,3,Both,22,All ages,1,Number,2023,3011157.997803981,3221448.091701593,2812992.2785343095
44,Population,11,Indonesia,3,Both,22,All ages,1,Number,2023,287467096.6807021,312273246.5583465,264146251.1452368
44,Population,25328,Ebonyi,3,Both,22,All ages,1,Number,2023,3425414.122660202,4072208.061132382,2820809.410633372
44,Population,200,Benin,3,Both,22,All ages,1,Number,2023,14216101.420959147,16157700.22348067,12402063.586957036
44,Population,138,North Africa and Middle East,3,Both,22,All ages,1,Number,2023,638080640.3038504,665075244.5667078,612139040.4050119
44,Population,490,Western Cape,3,Both,22,All ages,1,Number,2023,7722754.725501737,8583008.680742163,6949947.489052018
44,Population,202,Cameroon,3,Both,22,All ages,1,Number,2023,33880233.69897347,39839837.85817436,27810524.37923833
44,Population,137,North Africa and Middle East,3,Both,22,All ages,1,Number,2023,638080640.3038504,665075244.5667078,612139040.4050119
44,Population,76,Belgium,3,Both,22,All ages,1,Number,2023,11611090.553754454,12530483.233153932,10750897.798157133
44,Population,4668,Sonora,3,Both,22,All ages,1,Number,2023,3052388.6127892323,3464319.2986046406,2676774.1732331584
44,Population,487,Mpumalanga,3,Both,22,All ages,1,Number,2023,5329552.108450624,5879968.469764006,4801611.322598684
44,Population,25329,Edo,3,Both,22,All ages,1,Number,2023,3861889.5426503983,4508247.823720897,3205883.3397187185
44,Population,4760,Minas Gerais,3,Both,22,All ages,1,Number,2023,21371211.80490877,23580251.27787209,19289546.548739154
44,Population,197,Eswatini,3,Both,22,All ages,1,Number,2023,1186122.712338785,1311379.3075636886,1059269.796855776
44,Population,548,Missouri,3,Both,22,All ages,1,Number,2023,6213293.222898694,7060012.636723521,5453948.237864884
44,Population,12,Lao People's Democratic Republic,3,Both,22,All ages,1,Number,2023,7521773.455564456,8408238.438089665,6599855.703330201
44,Population,549,Montana,3,Both,22,All ages,1,Number,2023,1137621.459243336,1283356.5789095128,997696.4162419015
44,Population,4671,Tlaxcala,3,Both,22,All ages,1,Number,2023,1407825.0707449552,1596973.3627836977,1235113.285724586
44,Population,4672,Veracruz de Ignacio de la Llave,3,Both,22,All ages,1,Number,2023,8275361.72039628,9249218.921524424,7300677.591511939
44,Population,140,Bahrain,3,Both,22,All ages,1,Number,2023,1566143.9680542068,1703813.4664033705,1427221.7952792472
44,Population,135,Brazil,3,Both,22,All ages,1,Number,2023,212075530.30102757,228214942.06693745,196827815.73221952
44,Population,4767,Piaui,3,Both,22,All ages,1,Number,2023,3456278.7023756634,3827908.0729353465,3122734.884749751
44,Population,551,Nevada,3,Both,22,All ages,1,Number,2023,3207641.0961921634,3609696.824750139,2786107.3466746146
44,Population,14,Maldives,3,Both,22,All ages,1,Number,2023,542615.05337215,584452.2059925304,501699.38879305247
44,Population,25334,Imo,3,Both,22,All ages,1,Number,2023,12623922.206440201,14883198.449851532,10430991.812098028
44,Population,4674,Zacatecas,3,Both,22,All ages,1,Number,2023,1672686.789099589,1893030.3715450761,1463858.7075700767
44,Population,69,Singapore,3,Both,22,All ages,1,Number,2023,5691912.148001164,6194272.1195665235,5199097.010387997
44,Population,70,Australasia,3,Both,22,All ages,1,Number,2023,32069029.213027608,34084318.43469994,29881447.260035004
44,Population,4670,Tamaulipas,3,Both,22,All ages,1,Number,2023,3675041.9908912214,4162674.0291035525,3234648.700318506
44,Population,8,Taiwan (Province of China),3,Both,22,All ages,1,Number,2023,23216245.974621437,24873950.636196468,21492071.999555975
44,Population,79,Finland,3,Both,22,All ages,1,Number,2023,5552897.522232149,5981640.308351077,5154922.147396668
44,Population,77,Cyprus,3,Both,22,All ages,1,Number,2023,1368033.8238415716,1561036.3244251902,1181844.5658393968
44,Population,489,Northern Cape,3,Both,22,All ages,1,Number,2023,1380662.4649438853,1530505.4711955222,1241810.5051044305
44,Population,550,Nebraska,3,Both,22,All ages,1,Number,2023,1988724.8809459752,2266538.6738236994,1760527.2887707807
44,Population,207,Ghana,3,Both,22,All ages,1,Number,2023,33264212.69922178,35980414.92790197,30451079.86023608
44,Population,4766,Pernambuco,3,Both,22,All ages,1,Number,2023,9546759.693167683,10536787.631309805,8591176.779958254
44,Population,204,Chad,3,Both,22,All ages,1,Number,2023,19287347.333549935,22494774.46691856,16343231.41532793
44,Population,205,Côte d'Ivoire,3,Both,22,All ages,1,Number,2023,33836061.83038165,36582182.7953435,31028087.420453742
44,Population,201,Burkina Faso,3,Both,22,All ages,1,Number,2023,24270371.44566299,26474661.425136443,21810961.4948083
44,Population,25332,FCT (Abuja),3,Both,22,All ages,1,Number,2023,8034359.18077887,9537748.441953052,6691712.247411907
44,Population,142,Iran (Islamic Republic of),3,Both,22,All ages,1,Number,2023,87925314.40177214,97871060.21841729,78402515.44511454
44,Population,143,Iraq,3,Both,22,All ages,1,Number,2023,44177479.103279084,56726600.85235528,31840218.085375316
44,Population,139,Algeria,3,Both,22,All ages,1,Number,2023,44482246.157105125,51624703.21971969,37418088.81684419
44,Population,25333,Gombe,3,Both,22,All ages,1,Number,2023,3452507.2416295866,4132149.6462652436,2854412.7563189236
44,Population,4712,Riau,3,Both,22,All ages,1,Number,2023,6601120.104742933,7437002.693472301,5866356.15119697
44,Population,4764,Paraíba,3,Both,22,All ages,1,Number,2023,4206375.928886501,4683362.918872881,3744804.050101808
44,Population,74,Andorra,3,Both,22,All ages,1,Number,2023,90379.21338194355,91681.32916680416,89086.33004918047
44,Population,4709,Aceh,3,Both,22,All ages,1,Number,2023,5519422.240507768,6221559.92002448,4845672.341492905
44,Population,13,Malaysia,3,Both,22,All ages,1,Number,2023,34164748.574923985,37206298.347029395,31371755.722500928
44,Population,4710,North Sumatra,3,Both,22,All ages,1,Number,2023,15713255.697084565,17494246.587870896,14033185.708453566
44,Population,18,Thailand,3,Both,22,All ages,1,Number,2023,65723964.64644221,75649051.53480531,56238133.23239322
44,Population,556,North Carolina,3,Both,22,All ages,1,Number,2023,10681869.68274709,12019405.258063981,9453470.867227986
44,Population,145,Kuwait,3,Both,22,All ages,1,Number,2023,4679724.688783124,5037386.825496738,4282466.023492093
44,Population,25338,Katsina,3,Both,22,All ages,1,Number,2023,10353370.238541793,12230732.533597253,8632706.713145372
44,Population,25339,Kebbi,3,Both,22,All ages,1,Number,2023,5101203.056872286,6057574.747225847,4200729.087473483
44,Population,4765,Paraná,3,Both,22,All ages,1,Number,2023,11955600.93906211,13337775.354654817,10793250.120813442
44,Population,81,Germany,3,Both,22,All ages,1,Number,2023,84444278.13046615,90855996.04121245,77554246.98672739
44,Population,82,Greece,3,Both,22,All ages,1,Number,2023,10674737.971493138,11520891.476724416,9749943.641548147
44,Population,555,New York,3,Both,22,All ages,1,Number,2023,19789179.272401255,22181473.40115258,17434386.444416545
44,Population,25335,Jigawa,3,Both,22,All ages,1,Number,2023,5849095.2377369115,6934349.14730649,4890216.1913977545
44,Population,53542,Pangasinan,3,Both,22,All ages,1,Number,2023,3314312.3086863095,3731922.4117775704,2911173.068190576
44,Population,209,Guinea-Bissau,3,Both,22,All ages,1,Number,2023,2169991.4240355217,2510776.1758619105,1836508.9235734998
44,Population,25336,Kaduna,3,Both,22,All ages,1,Number,2023,11082646.574330399,13050547.499481587,9260660.07936637
44,Population,147,Libya,3,Both,22,All ages,1,Number,2023,7402639.374246091,8739559.403605515,6039155.815126943
44,Population,206,Gambia,3,Both,22,All ages,1,Number,2023,2523454.678169702,2859794.752081913,2193893.516427527
44,Population,25337,Kano,3,Both,22,All ages,1,Number,2023,17889970.19706247,21058355.19324018,14869394.09543495
44,Population,144,Jordan,3,Both,22,All ages,1,Number,2023,13200109.228775505,14727673.594938535,11603718.003458226
44,Population,4768,Rio de Janeiro,3,Both,22,All ages,1,Number,2023,16571943.853697795,18178480.093886573,14791930.444077825
44,Population,4716,Lampung,3,Both,22,All ages,1,Number,2023,9635178.348278366,10762995.355219774,8469029.76999228
44,Population,16,Philippines,3,Both,22,All ages,1,Number,2023,114511478.2110591,124926271.4541515,104473110.35705854
44,Population,86,Italy,3,Both,22,All ages,1,Number,2023,58894072.035948426,59667040.521179624,58112751.65654347
44,Population,78,Denmark,3,Both,22,All ages,1,Number,2023,5909103.569071016,6000964.075884042,5814893.239434607
44,Population,4713,Jambi,3,Both,22,All ages,1,Number,2023,3704069.3928964273,4189973.882660697,3259868.4854929317
44,Population,199,Western Sub-Saharan Africa,3,Both,22,All ages,1,Number,2023,519681031.8087771,550700405.4982839,488228819.91172516
44,Population,15,Myanmar,3,Both,22,All ages,1,Number,2023,57511633.39761339,64298089.06031316,50805470.50188571
44,Population,213,Niger,3,Both,22,All ages,1,Number,2023,26639961.3553133,30200196.43062042,23264141.342650462
44,Population,53607,Surigao Del Norte,3,Both,22,All ages,1,Number,2023,574984.027701262,644532.1586274524,506321.67450743716
44,Population,53608,Dinagat Islands,3,Both,22,All ages,1,Number,2023,130719.85825197429,146952.16504216765,115555.65467458514
44,Population,95080,Brazil Central-West,3,Both,22,All ages,1,Number,2023,16970862.894636326,18479032.07337765,15619363.61885243
44,Population,17,Sri Lanka,3,Both,22,All ages,1,Number,2023,22655081.791349422,25745119.05266644,19383802.346618365
44,Population,554,New Mexico,3,Both,22,All ages,1,Number,2023,2114812.8132156045,2360877.117294348,1852296.0500674527
44,Population,552,New Hampshire,3,Both,22,All ages,1,Number,2023,1407178.419520762,1585737.767505205,1225192.5488641707
44,Population,553,New Jersey,3,Both,22,All ages,1,Number,2023,9429914.823759833,10612870.612935795,8338037.978110081
44,Population,35461,Ehime,3,Both,22,All ages,1,Number,2023,1298106.0152033619,1475153.331560969,1140695.52236324
44,Population,4673,Yucatán,3,Both,22,All ages,1,Number,2023,2458566.2645634757,2770443.701697826,2150444.8184368834
44,Population,141,Egypt,3,Both,22,All ages,1,Number,2023,109781836.60499607,120733818.04495262,98774618.53796038
44,Population,80,France,3,Both,22,All ages,1,Number,2023,69873338.92625459,76340334.81852238,63476772.13380883
44,Population,25341,Kwara,3,Both,22,All ages,1,Number,2023,3244420.0382829304,3847009.7626241576,2706851.832999492
44,Population,4770,Rondônia,3,Both,22,All ages,1,Number,2023,1651291.0587082668,1822112.9835091173,1485662.8347360892
44,Population,4771,Roraima,3,Both,22,All ages,1,Number,2023,679062.1480836063,753050.8860815353,605011.4107853295
44,Population,211,Mali,3,Both,22,All ages,1,Number,2023,24228276.15268567,26038038.818449654,22371158.22904726
44,Population,84,Ireland,3,Both,22,All ages,1,Number,2023,5325390.76346967,5758133.939480443,4918167.734002851
44,Population,44868,Bushehr,3,Both,22,All ages,1,Number,2023,1332219.0874928455,1550769.9354969494,1142924.0414552821
44,Population,151,Qatar,3,Both,22,All ages,1,Number,2023,3102794.5123055517,3376165.009498181,2835219.6903720316
44,Population,4773,Santa Catarina,3,Both,22,All ages,1,Number,2023,7929510.828693466,8812082.465605602,7106949.417161121
44,Population,4721,West Java,3,Both,22,All ages,1,Number,2023,51018881.22153251,56910351.020535335,45943057.61294959
44,Population,44869,Chahar Mahaal and Bakhtiari,3,Both,22,All ages,1,Number,2023,1057110.8848060304,1228957.372083769,892437.1702652446
44,Population,560,Oregon,3,Both,22,All ages,1,Number,2023,4265101.091015885,4800078.193053064,3770244.702083546
44,Population,4714,South Sumatra,3,Both,22,All ages,1,Number,2023,8821767.931160044,9895752.275335986,7790011.390839611
44,Population,35459,Tokushima,3,Both,22,All ages,1,Number,2023,694862.3958406465,785698.7490476993,607120.3647943519
44,Population,25343,Nasarawa,3,Both,22,All ages,1,Number,2023,6831087.818869994,8082233.011970126,5613929.084859763
44,Population,149,Palestine,3,Both,22,All ages,1,Number,2023,5408173.718241255,5967709.126423671,4795734.244944157
44,Population,25340,Kogi,3,Both,22,All ages,1,Number,2023,3011449.0066810353,3541839.3424681737,2486371.1244618613
44,Population,44535,Commonwealth High Income,3,Both,22,All ages,1,Number,2023,150888249.8878842,157055663.10790715,144774737.34447563
44,Population,35647,Nakuru,3,Both,22,All ages,1,Number,2023,2425256.2155317157,2772552.69429529,2081089.451470922
44,Population,203,Cabo Verde,3,Both,22,All ages,1,Number,2023,494695.6596845856,535740.9500299046,455042.3789102735
44,Population,53612,Maguindanao,3,Both,22,All ages,1,Number,2023,2118797.4323902666,2388719.495963653,1865804.0496139785
44,Population,557,North Dakota,3,Both,22,All ages,1,Number,2023,779444.5211324755,885637.4895439708,686560.8347002509
44,Population,4772,Rio Grande do Sul,3,Both,22,All ages,1,Number,2023,11182285.602764985,12405983.704490459,10023028.420000505
44,Population,53546,Quirino,3,Both,22,All ages,1,Number,2023,219883.25791745586,247537.6792038085,193849.47686256957
44,Population,53547,Batanes,3,Both,22,All ages,1,Number,2023,20175.76594066061,22718.261178212582,17786.29860750963
44,Population,146,Lebanon,3,Both,22,All ages,1,Number,2023,5704501.171615562,6676023.693127136,4761802.518589044
44,Population,4711,West Sumatra,3,Both,22,All ages,1,Number,2023,5950249.29392805,6677735.83976714,5272507.240825001
44,Population,19,Timor-Leste,3,Both,22,All ages,1,Number,2023,1434741.461381158,1540314.4650803253,1325624.5012445373
44,Population,95078,Brazil North,3,Both,22,All ages,1,Number,2023,18138963.854886945,19715628.45953138,16705623.843419505
44,Population,95079,Brazil Northeast,3,Both,22,All ages,1,Number,2023,57913683.436324984,62610390.00001859,53768756.99569124
44,Population,4775,São Paulo,3,Both,22,All ages,1,Number,2023,46029386.30647167,50142393.02443308,41857133.390771106
44,Population,23,Kiribati,3,Both,22,All ages,1,Number,2023,127834.16865122918,139037.15900585696,116168.80706655324
44,Population,559,Oklahoma,3,Both,22,All ages,1,Number,2023,4060371.9091930445,4564960.38314972,3591225.2505182596
44,Population,25342,Lagos,3,Both,22,All ages,1,Number,2023,5598174.7715045605,6664442.70120284,4658041.266676785
44,Population,4769,Rio Grande do Norte,3,Both,22,All ages,1,Number,2023,3504449.306524131,3890053.031645821,3113214.32919768
44,Population,35465,Nagasaki,3,Both,22,All ages,1,Number,2023,1269852.831466145,1429474.9562462855,1104796.1789434832
44,Population,85,Israel,3,Both,22,All ages,1,Number,2023,9989711.944443906,10746278.54399946,9242814.745303895
44,Population,90,Norway,3,Both,22,All ages,1,Number,2023,5470981.515105376,5558600.162350721,5384193.190871035
44,Population,215,Sao Tome and Principe,3,Both,22,All ages,1,Number,2023,222000.53755433974,252816.52913988387,192017.14419875297
44,Population,44872,Golestan,3,Both,22,All ages,1,Number,2023,2032466.0537000007,2393246.627881125,1720692.8139938675
44,Population,83,Iceland,3,Both,22,All ages,1,Number,2023,386545.23764952586,392024.58236388577,380745.8380370135
44,Population,21,Oceania,3,Both,22,All ages,1,Number,2023,14761172.823422888,16400704.606287897,13120961.301235916
44,Population,22,Fiji,3,Both,22,All ages,1,Number,2023,938228.7325490664,1039693.8291532864,842531.874725105
44,Population,4717,Bangka-Belitung Islands,3,Both,22,All ages,1,Number,2023,1559070.6583792455,1739200.1492281551,1365517.1251214514
44,Population,44873,Hamadan,3,Both,22,All ages,1,Number,2023,1749112.1269399005,2023721.1301876104,1480003.8382066055
44,Population,210,Liberia,3,Both,22,All ages,1,Number,2023,5734531.246503515,6145719.885729833,5344287.057659443
44,Population,35458,Yamaguchi,3,Both,22,All ages,1,Number,2023,1298947.6422458424,1461236.998054853,1140035.8970464326
44,Population,25344,Niger,3,Both,22,All ages,1,Number,2023,13097971.342102582,15394827.079220004,10915539.421259094
44,Population,35646,Nairobi,3,Both,22,All ages,1,Number,2023,4949437.39749709,5612584.394037287,4333263.972491237
44,Population,53616,Balochistan,3,Both,22,All ages,1,Number,2023,14312420.933025397,15839485.370287718,12910672.102276407
44,Population,561,Pennsylvania,3,Both,22,All ages,1,Number,2023,13046703.963241154,14682434.493720034,11514057.056820413
44,Population,150,Oman,3,Both,22,All ages,1,Number,2023,5134206.539732424,5587496.0762558095,4700168.074434989
44,Population,4715,Bengkulu,3,Both,22,All ages,1,Number,2023,2132479.272615966,2396621.9453369393,1878968.1783799685
44,Population,35460,Kagawa,3,Both,22,All ages,1,Number,2023,930697.4768968609,1053051.3783957434,820719.5932649656
44,Population,4718,Riau Islands,3,Both,22,All ages,1,Number,2023,2415979.4616072103,2719434.1708891722,2128827.6719896984
44,Population,4719,North Kalimantan,3,Both,22,All ages,1,Number,2023,773350.7547788915,864650.0399644299,682214.5506484216
44,Population,148,Morocco,3,Both,22,All ages,1,Number,2023,36904690.66521551,41482374.14939067,32449426.760285627
44,Population,564,South Dakota,3,Both,22,All ages,1,Number,2023,915098.5606968717,1033419.5639190553,802106.9567667244
44,Population,565,Tennessee,3,Both,22,All ages,1,Number,2023,7150849.905625528,8089095.191056145,6292531.535580982
44,Population,218,Togo,3,Both,22,All ages,1,Number,2023,8554831.878210656,9205064.89365002,7937755.979037824
44,Population,24,Marshall Islands,3,Both,22,All ages,1,Number,2023,41677.29218348069,44892.08203218435,38539.452860162775
44,Population,25347,Osun,3,Both,22,All ages,1,Number,2023,4694140.888976948,5484380.262488423,3907521.5737553295
44,Population,88,Malta,3,Both,22,All ages,1,Number,2023,556802.1795294211,601963.32695386,511612.7978332403
44,Population,153,Syrian Arab Republic,3,Both,22,All ages,1,Number,2023,17781510.092019055,21066003.808045324,14469724.398574695
44,Population,35463,Fukuoka,3,Both,22,All ages,1,Number,2023,5109350.56398164,5753761.459674548,4487741.178901744
44,Population,35470,Okinawa,3,Both,22,All ages,1,Number,2023,1476766.0503958843,1663357.526435913,1293159.545306186
44,Population,89,Netherlands,3,Both,22,All ages,1,Number,2023,17783977.981705405,18050733.00783096,17502266.48546529
44,Population,35649,Narok,3,Both,22,All ages,1,Number,2023,1269097.1820527976,1468171.5875723453,1088227.1627913904
44,Population,53606,Surigao Del Sur,3,Both,22,All ages,1,Number,2023,700802.044815844,794070.7937871426,612115.8337011766
44,Population,27,Samoa,3,Both,22,All ages,1,Number,2023,219213.6745200192,237890.65490192897,202034.22723683852
44,Population,20,Viet Nam,3,Both,22,All ages,1,Number,2023,103153437.42979601,112701855.80023707,93676610.36037004
44,Population,25345,Ogun,3,Both,22,All ages,1,Number,2023,15291527.302960444,17931928.79469808,12845673.435147194
44,Population,44871,Gilan,3,Both,22,All ages,1,Number,2023,2653988.669591442,3056223.431287346,2260362.6460643583
44,Population,53545,Isabela,3,Both,22,All ages,1,Number,2023,1783691.8728878621,1989633.8760109942,1568572.8554317325
44,Population,25348,Oyo,3,Both,22,All ages,1,Number,2023,5971537.94632283,7047445.9390144115,4942941.651541445
44,Population,4776,Tocantins,3,Both,22,All ages,1,Number,2023,1606187.7869259543,1771650.1105148366,1438120.1512663804
44,Population,4843,Assam,3,Both,22,All ages,1,Number,2023,37796376.129253976,45938870.45446287,30144497.204017013
44,Population,53551,Pampanga,3,Both,22,All ages,1,Number,2023,3047517.558224177,3414166.498252784,2697349.0121468497
44,Population,95082,Brazil Southeast,3,Both,22,All ages,1,Number,2023,87984622.74465874,94777977.65684526,81099179.26225112
44,Population,44534,Commonwealth,3,Both,22,All ages,1,Number,2023,2745824353.7817073,2949271133.844884,2527936235.1436315
44,Population,26,Papua New Guinea,3,Both,22,All ages,1,Number,2023,11106654.576691527,12679118.259673957,9528739.146238111
44,Population,214,Nigeria,3,Both,22,All ages,1,Number,2023,244833398.8583361,275418231.9039315,214094961.03773314
44,Population,25346,Ondo,3,Both,22,All ages,1,Number,2023,3884494.34981096,4650787.350505711,3212254.8008355754
