"scenario","region_id","pop","estimate","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-58325.209606769,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-2230.78751324826,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-2004.26845591586,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-76.0785838621617,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-6466.33107894603,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-324.340531842606,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-157255.892721984,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-6797.26759658463,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-28179.8734853191,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLDs",-1496.02730435563,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-1194.73805405603,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLLs",-13912.4173128965,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths.child",-155.743921675765,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","YLDs",-4634.93256294422,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Deaths",-286.010822466221,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","exac",-5631.06184808228,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","exac",-8268.70212285103,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","PTB",-12725.2911307765,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","LBW",-6687.58833929754,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"low","Absences",-7754653.15100202,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-44050.7007309959,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLDs",-10236.6105607537,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-2281.93167495194,"PM25","COPD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-104705.151758551,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-3889.96328492482,"PM25","IHD",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-7478.70163527881,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-275.946413049306,"PM25","LC",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-22229.4660348421,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-1097.98004814546,"PM25","LRI",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-321995.099239408,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-13542.29300187,"PM25","NCD.LRI",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-107675.745586712,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLDs",-6455.76797363929,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-4564.1847302196,"PM25","Stroke",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLLs",-34270.0778424054,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths.child",-383.510989730548,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","YLDs",-16735.5665672208,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Deaths",-727.464177444266,"PM25","Diabetes",TRUE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","exac",-16896.9594765509,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","exac",-17701.6368915295,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","PTB",-34983.0143736591,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","LBW",-56713.2513936925,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.1_1",7973697.03268217,"high","Absences",-10916083.0759134,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-82986.4368528482,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLDs",-20778.4753279662,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-4332.25297074252,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-264217.621177865,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-9932.29117686152,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-13711.5248590089,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-519.241542716046,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-46696.0965322335,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-2315.14559998846,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-770630.462624692,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-32823.32666,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-216046.504504323,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLDs",-12664.2819946345,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-9089.75566173813,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLLs",-75486.553499176,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths.child",-844.808414898651,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","YLDs",-34896.647992099,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Deaths",-1777.02715345406,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","exac",-37031.9873635914,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","exac",-42977.21112182,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","PTB",-107020.617321967,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","LBW",-87264.3939021817,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"central","Absences",-31003607.0541102,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-33910.4277060302,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLDs",-8618.19977577996,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-1812.5560212551,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-194253.568826098,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-7429.69358640555,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-6675.26620259319,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-253.381625648635,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-21536.2773278504,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-1080.22425037404,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-523744.68237889,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-22638.469673829,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-93853.7731882559,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLDs",-4982.55634041721,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-3979.10495954388,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLLs",-46335.6536950103,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths.child",-518.709025007578,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","YLDs",-15436.7587821873,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Deaths",-952.566194987204,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","exac",-18754.3922712885,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","exac",-27539.1191519582,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","PTB",-42381.9002652594,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","LBW",-22273.1801652639,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"low","Absences",-25827066.1991049,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-146711.960128014,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLDs",-34093.2874054954,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-7600.03049565183,"PM25","COPD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-348723.125741089,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-12955.619976228,"PM25","IHD",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-24908.0027767253,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-919.04642779659,"PM25","LC",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-74035.7924040012,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-3656.85000174186,"PM25","LRI",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-1072412.72844924,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-45102.9454233909,"PM25","NCD.LRI",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-358616.762755745,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLDs",-21501.0966415305,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-15201.1313564803,"PM25","Stroke",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLLs",-114137.351065136,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths.child",-1277.29293973325,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","YLDs",-55738.2228701342,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Deaths",-2422.83763083623,"PM25","Diabetes",TRUE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","exac",-56275.7459897587,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","exac",-58955.7442386671,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","PTB",-116511.804007118,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","LBW",-188884.901695713,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.2_1",26556597.3235152,"high","Absences",-36356287.6052184,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.3_1",47650214.5644629,"central","YLLs",-148901.663635839,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.3_1",47650214.5644629,"central","YLDs",-37282.5929330669,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
"scenario","BGD.3_1",47650214.5644629,"central","Deaths",-7773.31452100689,"PM25","COPD",TRUE,"25+","Dhaka","BGD","0.6.0","gbd2021","GEMM and GBD",2020,"0.6.0"
