"scenario","region_id","estimate","pop","Outcome","number","Pollutant","Cause","double_counted","AgeGrp","region_name","iso3","version","epi_version","calc_causes","pop_year","ref"
"scenario","BGD.7_1","central",9867222.16628451,"YLDs",-8085.60292086409,"PM25","COPD",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-1574.22653043992,"PM25","IHD",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-1213.09754353483,"PM25","Stroke",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-1093.83904747498,"PM25","COPD",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-154.451956257338,"PM25","LC",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-497.925726961699,"PM25","LRI",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths.child",-269.365344715323,"PM25","LRI.child",FALSE,"0-4","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Deaths",-568.283144396031,"PM25","Diabetes",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"exac",-13759.4000513026,"PM25","Asthma",FALSE,"0-18","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"exac",-15968.374451753,"PM25","Asthma",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"PTB",-36246.0470431391,"PM25","PTB",FALSE,"Newborn","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"LBW",-29554.9531082763,"PM25","LBW",FALSE,"Newborn","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.7_1","central",9867222.16628451,"Absences",-11716572.9729379,"PM25","Absences",FALSE,"25+","Sylhet","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-50161.9934289818,"PM25","IHD",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-35187.5759406202,"PM25","Stroke",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-24572.6881775923,"PM25","COPD",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-4647.98264647801,"PM25","LC",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-11766.4899641324,"PM25","LRI",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLLs",-29444.8680816859,"PM25","LRI.child",FALSE,"0-4","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLDs",-2457.47577071012,"PM25","Stroke",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLDs",-11843.0508108631,"PM25","Diabetes",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"YLDs",-10020.8592252767,"PM25","COPD",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-1951.01127332486,"PM25","IHD",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-1503.44752633394,"PM25","Stroke",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-1355.64499235713,"PM25","COPD",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-191.419406304208,"PM25","LC",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-617.102232617864,"PM25","LRI",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths.child",-333.836848776631,"PM25","LRI.child",FALSE,"0-4","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Deaths",-704.299412897912,"PM25","Diabetes",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"exac",-17052.6567143905,"PM25","Asthma",FALSE,"0-18","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"exac",-19790.3401890556,"PM25","Asthma",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"PTB",-44921.391570542,"PM25","PTB",FALSE,"Newborn","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"LBW",-36628.8114079241,"PM25","LBW",FALSE,"Newborn","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.8_1","central",12228901.8197668,"Absences",-14520887.2502911,"PM25","Absences",FALSE,"25+","Mymensingh","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-27340.4888351608,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-11359.9540148848,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-17379.250916201,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-3504.86042844271,"PM25","LC",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-7676.35363410326,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLLs",-21189.8546401276,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLDs",-802.64909013325,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLDs",-7048.60598015368,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"YLDs",-4840.94618579563,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-1039.75931153216,"PM25","IHD",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-486.398952055633,"PM25","Stroke",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-964.064508614522,"PM25","COPD",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-143.472854229676,"PM25","LC",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-398.979845111985,"PM25","LRI",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths.child",-240.129144346113,"PM25","LRI.child",FALSE,"0-4","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Deaths",-365.84841786185,"PM25","Diabetes",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"exac",-16896.9594765509,"PM25","Asthma",FALSE,"0-18","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"exac",-17701.6368915295,"PM25","Asthma",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"PTB",-31888.0489670977,"PM25","PTB",FALSE,"Newborn","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"LBW",-51695.8006593938,"PM25","LBW",FALSE,"Newborn","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.1_1","high",7973697.03268217,"Absences",-11102805.4962523,"PM25","Absences",FALSE,"25+","Barisal","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-91058.1816248407,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-37834.6108650013,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-57882.0296876307,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-11673.0252844792,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-25566.2877004507,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLLs",-70573.3406618284,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLDs",-2673.24286229927,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLDs",-23475.5584441985,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"YLDs",-16122.8923037896,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-3462.94438283249,"PM25","IHD",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-1619.96387063331,"PM25","Stroke",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-3210.84094921479,"PM25","COPD",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-477.839928080545,"PM25","LC",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-1328.81234932917,"PM25","LRI",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths.child",-799.756118887161,"PM25","LRI.child",FALSE,"0-4","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Deaths",-1218.46730252982,"PM25","Diabetes",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"exac",-56275.7459897587,"PM25","Asthma",FALSE,"0-18","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"exac",-58955.7442386671,"PM25","Asthma",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"PTB",-106203.944341097,"PM25","PTB",FALSE,"Newborn","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"LBW",-172174.156580217,"PM25","LBW",FALSE,"Newborn","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.2_1","high",26556597.3235152,"Absences",-36978171.2945395,"PM25","Absences",FALSE,"25+","Chittagong","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-163384.707740079,"PM25","IHD",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-67886.2319489972,"PM25","Stroke",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-103857.098123034,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-20944.782670983,"PM25","LC",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-45873.3127479606,"PM25","LRI",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLLs",-126628.979763509,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLDs",-4796.57067581799,"PM25","Stroke",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLDs",-42121.9399179631,"PM25","Diabetes",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"YLDs",-28929.1308037806,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-6213.52354959487,"PM25","IHD",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-2906.68360415301,"PM25","Stroke",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-5761.17709278113,"PM25","COPD",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-857.383000658145,"PM25","LC",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-2384.27358709003,"PM25","LRI",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths.child",-1434.99373055867,"PM25","LRI.child",FALSE,"0-4","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Deaths",-2186.28266633833,"PM25","Diabetes",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"exac",-100974.960704501,"PM25","Asthma",FALSE,"0-18","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"exac",-105783.652497248,"PM25","Asthma",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"PTB",-190560.58552217,"PM25","PTB",FALSE,"Newborn","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"LBW",-308930.221878924,"PM25","LBW",FALSE,"Newborn","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.3_1","high",47650214.5644629,"Absences",-66349531.7160248,"PM25","Absences",FALSE,"25+","Dhaka","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-61081.9071640365,"PM25","IHD",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-25379.4897636415,"PM25","Stroke",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-38827.3156871536,"PM25","COPD",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-7830.27547911741,"PM25","LC",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-17149.8879505624,"PM25","LRI",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLLs",-47340.6580895938,"PM25","LRI.child",FALSE,"0-4","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLDs",-1793.21362922256,"PM25","Stroke",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLDs",-15747.4249532045,"PM25","Diabetes",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"YLDs",-10815.2501328576,"PM25","COPD",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-2322.94609371699,"PM25","IHD",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-1086.67316862084,"PM25","Stroke",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-2153.83489192059,"PM25","COPD",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-320.5354379526,"PM25","LC",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-891.368475757124,"PM25","LRI",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths.child",-536.477097785678,"PM25","LRI.child",FALSE,"0-4","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Deaths",-817.348922715986,"PM25","Diabetes",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"exac",-37749.8191902792,"PM25","Asthma",FALSE,"0-18","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"exac",-39547.5643386948,"PM25","Asthma",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"PTB",-71241.6979225915,"PM25","PTB",FALSE,"Newborn","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"LBW",-115494.573476197,"PM25","LBW",FALSE,"Newborn","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.4_1","high",17814188.5041238,"Absences",-24804989.3574058,"PM25","Absences",FALSE,"25+","Khulna","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-74901.2251496462,"PM25","IHD",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-31121.4067344788,"PM25","Stroke",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-47611.7012265159,"PM25","COPD",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-9601.81588747842,"PM25","LC",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-21029.9199602037,"PM25","LRI",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLLs",-58051.1227453752,"PM25","LRI.child",FALSE,"0-4","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLDs",-2198.91460532021,"PM25","Stroke",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLDs",-19310.160352059,"PM25","Diabetes",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"YLDs",-13262.1184056261,"PM25","COPD",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-2848.49502011668,"PM25","IHD",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-1332.52472697629,"PM25","Stroke",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-2641.12369218708,"PM25","COPD",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-393.054148457627,"PM25","LC",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-1093.03382939049,"PM25","LRI",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths.child",-657.850970189295,"PM25","LRI.child",FALSE,"0-4","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Deaths",-1002.2679141593,"PM25","Diabetes",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"exac",-46290.4293236329,"PM25","Asthma",FALSE,"0-18","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"exac",-48494.9006699769,"PM25","Asthma",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"PTB",-87359.5914713819,"PM25","PTB",FALSE,"Newborn","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"LBW",-141624.344313144,"PM25","LBW",FALSE,"Newborn","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.5_1","high",21844513.4730702,"Absences",-30416929.9708365,"PM25","Absences",FALSE,"25+","Rajshahi","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-62479.4936218873,"PM25","IHD",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-25960.1859607261,"PM25","Stroke",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-39715.7052793996,"PM25","COPD",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-8009.43633834642,"PM25","LC",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-17542.2864899367,"PM25","LRI",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLLs",-48423.8374748426,"PM25","LRI.child",FALSE,"0-4","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLDs",-1834.24330888702,"PM25","Stroke",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
"scenario","BGD.6_1","high",18221786.5927706,"YLDs",-16107.7343947797,"PM25","Diabetes",FALSE,"25+","Rangpur","BGD","0.4.1","gbd2019","GBD only",2020,"0.4.1"
