cause,exposure,age,central,low,high,source
IHD,59.9999999999998,75-79,1.40592262880539,1.30698953210679,1.51274845550851,gbd2019
IHD,60.9999999999998,75-79,1.40888754438045,1.30960146774781,1.51655299118701,gbd2019
IHD,61.9999999999998,75-79,1.41178483906098,1.31122735624249,1.52066038934578,gbd2019
IHD,62.9999999999998,75-79,1.41461510495334,1.31355248261863,1.52481207998989,gbd2019
IHD,63.9999999999998,75-79,1.41737884339541,1.316752337618,1.52867404040122,gbd2019
IHD,64.9999999999998,75-79,1.42007640729666,1.31986096322148,1.53233477590496,gbd2019
IHD,65.9999999999998,75-79,1.42270772360083,1.32225588766356,1.53568010325404,gbd2019
IHD,66.9999999999998,75-79,1.42527255373914,1.32327875237841,1.5384048653195601,gbd2019
IHD,67.9999999999998,75-79,1.42777084773385,1.32419645924073,1.54224514331391,gbd2019
IHD,68.9999999999998,75-79,1.4302026190697401,1.32624508461306,1.54524817330211,gbd2019
IHD,69.9999999999998,75-79,1.43256755167146,1.32982705819652,1.54804775446117,gbd2019
IHD,70.9999999999998,75-79,1.43486508605878,1.33147923535962,1.55069221319257,gbd2019
IHD,71.9999999999998,75-79,1.43709475348895,1.33299191311613,1.55402886109285,gbd2019
IHD,72.9999999999998,75-79,1.43925568883226,1.33543851988768,1.55706373017276,gbd2019
IHD,73.9999999999998,75-79,1.44134664395149,1.33913366644847,1.56024820782693,gbd2019
IHD,74.9999999999998,75-79,1.44336620616586,1.34113201835031,1.56454491732693,gbd2019
IHD,75.9999999999998,75-79,1.44531278672605,1.34244997507129,1.56873004891663,gbd2019
IHD,76.9999999999998,75-79,1.44718474756521,1.34370510028081,1.57194866468667,gbd2019
IHD,77.9999999999998,75-79,1.44898090966631,1.34493238355506,1.57505260507538,gbd2019
IHD,78.9999999999998,75-79,1.45070070748301,1.34627735766763,1.57759748182693,gbd2019
IHD,79.9999999999997,75-79,1.45234519037838,1.34705912658116,1.57804970001553,gbd2019
IHD,80.9999999999997,75-79,1.45391583399446,1.34848527773841,1.57848174138308,gbd2019
IHD,81.9999999999997,75-79,1.45541233041167,1.34941801747087,1.57889532163375,gbd2019
IHD,82.9999999999997,75-79,1.4568356286156,1.35033109632266,1.58191712626276,gbd2019
IHD,83.9999999999997,75-79,1.45818531340088,1.35153162516117,1.58488053472416,gbd2019
IHD,84.9999999999997,75-79,1.45946078013196,1.35204748992997,1.58596612238601,gbd2019
IHD,85.9999999999997,75-79,1.46066359065114,1.35284408190643,1.58711836832588,gbd2019
IHD,86.9999999999997,75-79,1.46179866307564,1.35315795296279,1.58931873719551,gbd2019
IHD,87.9999999999997,75-79,1.4628670484608,1.35433453772027,1.5913797896886,gbd2019
IHD,88.9999999999997,75-79,1.46387034312853,1.35499776579074,1.59324137375986,gbd2019
IHD,89.9999999999997,75-79,1.46480908464468,1.35561821476823,1.59494937334985,gbd2019
IHD,90.9999999999997,75-79,1.46568347056991,1.35565698047171,1.59650948039004,gbd2019
IHD,91.9999999999997,75-79,1.46649684306005,1.35566003440426,1.59796428940156,gbd2019
IHD,92.9999999999997,75-79,1.46724963961993,1.35566093890187,1.59926365867651,gbd2019
IHD,93.9999999999997,75-79,1.4679458246877,1.35566092890565,1.60036955583431,gbd2019
IHD,94.9999999999997,75-79,1.46858680394527,1.35566091890943,1.6010917262427,gbd2019
IHD,95.9999999999997,75-79,1.46917432329525,1.35566090891321,1.60150750505213,gbd2019
IHD,96.9999999999997,75-79,1.46971431155158,1.35566089891699,1.60165957654722,gbd2019
IHD,97.9999999999997,75-79,1.47021222828004,1.35567787798057,1.6016700261045,gbd2019
IHD,98.9999999999997,75-79,1.47067307616535,1.35570237759278,1.60168048175615,gbd2019
IHD,100,75-79,1.47110324581871,1.35649584564568,1.6016909374078,gbd2019
IHD,110,75-79,1.47462773670004,1.35920748804683,1.60855763628383,gbd2019
IHD,120,75-79,1.47797831575991,1.36184706826293,1.61156271801119,gbd2019
IHD,130,75-79,1.48132889481978,1.36247047077492,1.61752521882021,gbd2019
IHD,140,75-79,1.48467947387965,1.36313340562318,1.62765228402864,gbd2019
IHD,150,75-79,1.48803005293951,1.36316318558903,1.63474188463038,gbd2019
IHD,160,75-79,1.49138063199938,1.36320471517659,1.64216601049544,gbd2019
IHD,170,75-79,1.49473121105925,1.36515886174076,1.65011024092222,gbd2019
IHD,180,75-79,1.49808179011912,1.36651197057795,1.66168028940577,gbd2019
IHD,190,75-79,1.50143236917898,1.36651187095042,1.67064474005382,gbd2019
IHD,200,75-79,1.50478294823885,1.36651177132288,1.68350839166598,gbd2019
IHD,210,75-79,1.50813352729872,1.36651167169536,1.69947401617018,gbd2019
IHD,220,75-79,1.51148410635859,1.36651157206782,1.71086824362578,gbd2019
IHD,230,75-79,1.51483468541845,1.36651147244029,1.72381068400895,gbd2019
IHD,240,75-79,1.51818526447832,1.36651137281276,1.74006299960446,gbd2019
IHD,250,75-79,1.52153584353819,1.36651127318523,1.75856421076093,gbd2019
IHD,260,75-79,1.52488642259805,1.36651117355769,1.77462573294555,gbd2019
IHD,270,75-79,1.52823700165792,1.36651107393016,1.78886821696529,gbd2019
IHD,280,75-79,1.53158758071779,1.36651097430263,1.80175890746977,gbd2019
IHD,290,75-79,1.53493815977766,1.3665108746751,1.81497867755322,gbd2019
IHD,300,75-79,1.53828873883752,1.36651077504756,1.82736817536311,gbd2019
IHD,0,80+,1,1,1,gbd2019
IHD,0.01,80+,1.00010694569349,1.00005346356248,1.00017840450833,gbd2019
IHD,0.02,80+,1.00021386788206,1.00010692637002,1.00035675575139,gbd2019
IHD,0.03,80+,1.0003207665691,1.00016038842282,1.00053505373768,gbd2019
IHD,0.04,80+,1.00042764175796,1.00021385006061,1.0007132984757,gbd2019
IHD,0.05,80+,1.00053449345201,1.00026731252318,1.00089148997394,gbd2019
IHD,0.06,80+,1.00064132165462,1.00032077496295,1.00106957195654,gbd2019
IHD,0.07,80+,1.00074812636917,1.00037423737905,1.00124757440191,gbd2019
IHD,0.08,80+,1.000854907599,1.00042769977058,1.0014255027419,gbd2019
IHD,0.09,80+,1.0009616653475,1.00048116213667,1.00160335699561,gbd2019
IHD,0.1,80+,1.00106839961802,1.00053462447645,1.00178113718217,gbd2019
IHD,0.11,80+,1.00117511041394,1.00058808678901,1.00195884332071,gbd2019
IHD,0.12,80+,1.00128179773863,1.00064154907349,1.00213647543036,gbd2019
IHD,0.13,80+,1.00138846159545,1.000695011329,1.00231403353022,gbd2019
IHD,0.14,80+,1.00149510198776,1.00074847355466,1.00249151763944,gbd2019
IHD,0.15,80+,1.00160171891894,1.00080193574958,1.00266892777713,gbd2019
IHD,0.16,80+,1.00170831239235,1.0008553979129,1.00284626396242,gbd2019
IHD,0.17,80+,1.00181488241136,1.00090886004371,1.00302352621443,gbd2019
IHD,0.18,80+,1.00192142897934,1.00096232214115,1.00320071455228,gbd2019
IHD,0.19,80+,1.00202795209965,1.00101578420433,1.00337782899511,gbd2019
IHD,0.2,80+,1.00213445177566,1.00106924623237,1.00355486956203,gbd2019
IHD,0.21,80+,1.00224092801074,1.00112270822438,1.00373183627217,gbd2019
IHD,0.22,80+,1.00234738080826,1.00117617017949,1.00390872914465,gbd2019
IHD,0.23,80+,1.00245381017158,1.00122963209681,1.0040855481986,gbd2019
IHD,0.24,80+,1.00256021610406,1.00128309415334,1.00426229345314,gbd2019
IHD,0.25,80+,1.00266659860909,1.00133655623445,1.0044389649274,gbd2019
IHD,0.26,80+,1.00277295769002,1.00139001829357,1.0046155626405,gbd2019
IHD,0.27,80+,1.00287929335022,1.00144348032977,1.00479208661155,gbd2019
IHD,0.28,80+,1.00298560559307,1.00149694234214,1.0049685368597,gbd2019
IHD,0.29,80+,1.00309189442191,1.00155040432975,1.00514491340406,gbd2019
IHD,0.3,80+,1.00319815984014,1.00160386629169,1.00532121626376,gbd2019
IHD,0.31,80+,1.0033044018511,1.00165732822704,1.00549744545792,gbd2019
IHD,0.32,80+,1.00341062045817,1.00171079013488,1.00567360100566,gbd2019
IHD,0.33,80+,1.00351681566471,1.00176425201429,1.00584968292611,gbd2019
IHD,0.34,80+,1.0036229874741,1.00181771386434,1.00602569123839,gbd2019
IHD,0.35,80+,1.0037291358897,1.00187117568413,1.00620162596164,gbd2019
IHD,0.36,80+,1.00383526091487,1.00192463747272,1.00637748711496,gbd2019
IHD,0.37,80+,1.00394136255299,1.0019780992292,1.00655327471749,gbd2019
IHD,0.38,80+,1.00404744080742,1.00203156095265,1.00672898878835,gbd2019
IHD,0.39,80+,1.00415349568153,1.00208502264215,1.00690462934666,gbd2019
IHD,0.4,80+,1.00425952717868,1.00213848429679,1.00708019641155,gbd2019
IHD,0.41,80+,1.00436553530225,1.00219194591563,1.00725569000214,gbd2019
IHD,0.42,80+,1.0044715200556,1.00224540749776,1.00743111013756,gbd2019
IHD,0.43,80+,1.00457748144209,1.00229886904226,1.00760645683693,gbd2019
IHD,0.44,80+,1.0046834194651,1.00235233054821,1.00778173011938,gbd2019
IHD,0.45,80+,1.00478933412799,1.0024057920147,1.00795693000403,gbd2019
IHD,0.46,80+,1.00489522543413,1.0024592534408,1.00813205651,gbd2019
IHD,0.47,80+,1.00500109338689,1.00251271482558,1.00830710965641,gbd2019
IHD,0.48,80+,1.00510693798963,1.00256617616814,1.0084820894624,gbd2019
IHD,0.49,80+,1.00521275924572,1.00261963746756,1.00865699594708,gbd2019
IHD,0.5,80+,1.00531855715852,1.0026730987229,1.00883182912959,gbd2019
IHD,0.51,80+,1.00542433173142,1.00272655993326,1.00900658902904,gbd2019
IHD,0.52,80+,1.00553008296776,1.00278002109771,1.00918163351794,gbd2019
IHD,0.53,80+,1.00563581087093,1.00283348221533,1.00935681163259,gbd2019
IHD,0.54,80+,1.00574151544428,1.00288694328521,1.0095319373918,gbd2019
IHD,0.55,80+,1.00584719669119,1.00294040430642,1.00970701080468,gbd2019
IHD,0.56,80+,1.00595285461502,1.00299386527805,1.00988203188031,gbd2019
IHD,0.57,80+,1.00605848921914,1.00304732619917,1.01005700062781,gbd2019
IHD,0.58,80+,1.00616410050691,1.00310078706886,1.01023191705628,gbd2019
IHD,0.59,80+,1.0062696884817,1.00315424788621,1.01040678117482,gbd2019
IHD,0.6,80+,1.00637525314689,1.0032077086503,1.01058159299253,gbd2019
IHD,0.61,80+,1.00648079450583,1.0032611693602,1.01075635251852,gbd2019
IHD,0.62,80+,1.0065863125619,1.00331463001499,1.01093105976187,gbd2019
IHD,0.63,80+,1.00669180731846,1.00336809061377,1.01110571473171,gbd2019
IHD,0.64,80+,1.00679727877888,1.00342155115559,1.01128031743712,gbd2019
IHD,0.65,80+,1.00690272694653,1.00347501163956,1.01145486788721,gbd2019
IHD,0.66,80+,1.00700815182477,1.00352847206474,1.01162936609109,gbd2019
IHD,0.67,80+,1.00711355341697,1.00358193243022,1.01180381205784,gbd2019
IHD,0.68,80+,1.0072189317265,1.00363539273507,1.01197820579659,gbd2019
IHD,0.69,80+,1.00732428675672,1.00368885297838,1.01215254731642,gbd2019
IHD,0.7,80+,1.00742961851101,1.00374231315923,1.01232683662643,gbd2019
IHD,0.71,80+,1.00753492699273,1.0037957732767,1.01250107373574,gbd2019
IHD,0.72,80+,1.00764021220524,1.00384923332987,1.01267525865345,gbd2019
IHD,0.73,80+,1.00774547415192,1.00390269331781,1.01284939138864,gbd2019
IHD,0.74,80+,1.00785071283613,1.00395615323962,1.01302347195043,gbd2019
IHD,0.75,80+,1.00795592826123,1.00400961309436,1.01319750034792,gbd2019
IHD,0.76,80+,1.00806112043061,1.00406307288112,1.01337147659021,gbd2019
IHD,0.77,80+,1.00816628934761,1.00411653259898,1.0135454006864,gbd2019
IHD,0.78,80+,1.00827143501562,1.00416999224702,1.01371927264559,gbd2019
IHD,0.79,80+,1.008376557438,1.00422345182433,1.01389309247689,gbd2019
IHD,0.8,80+,1.00848165661811,1.00427691132997,1.01406686018939,gbd2019
IHD,0.81,80+,1.00858673255932,1.00433037076303,1.01424057579221,gbd2019
IHD,0.82,80+,1.008691785265,1.00438383012259,1.01441423929443,gbd2019
IHD,0.83,80+,1.00879681473852,1.00443728940773,1.01458785070516,gbd2019
IHD,0.84,80+,1.00890182098324,1.00449074861754,1.01476141003351,gbd2019
IHD,0.85,80+,1.00900680400253,1.00454420775109,1.01493491728858,gbd2019
IHD,0.86,80+,1.00911176379976,1.00459766680745,1.01510837247946,gbd2019
IHD,0.87,80+,1.0092167003783,1.00465112578573,1.01528177561526,gbd2019
IHD,0.88,80+,1.00932161374151,1.00470458468498,1.01545512670508,gbd2019
IHD,0.89,80+,1.00942650389276,1.00475804350429,1.01562842575802,gbd2019
IHD,0.9,80+,1.00953137083541,1.00481150224275,1.01580167278319,gbd2019
IHD,0.91,80+,1.00963621457284,1.00486496089943,1.01597486778968,gbd2019
IHD,0.92,80+,1.00974103510841,1.00491841947342,1.0161480107866,gbd2019
IHD,0.93,80+,1.00984583244549,1.00497187796379,1.01632110178305,gbd2019
IHD,0.94,80+,1.00995060658745,1.00502533636962,1.01649414078814,gbd2019
IHD,0.95,80+,1.01005535753765,1.00507879468999,1.01666712781095,gbd2019
IHD,0.96,80+,1.01016008529946,1.00513225292399,1.0168400628606,gbd2019
IHD,0.97,80+,1.01026478987625,1.0051857110707,1.01701294594619,gbd2019
IHD,0.98,80+,1.01036947127138,1.00523916912919,1.01718577707681,gbd2019
IHD,0.99,80+,1.01047412948823,1.00529262709854,1.01735855626158,gbd2019
IHD,1,80+,1.01057876453015,1.00534608497785,1.01753128350959,gbd2019
IHD,1.1,80+,1.01162384106956,1.00588065861551,1.01925570147037,gbd2019
IHD,1.2,80+,1.01266660382085,1.00641522223599,1.02097493576731,gbd2019
IHD,1.3,80+,1.01370705615126,1.00694977491956,1.02268899550218,gbd2019
IHD,1.4,80+,1.01474520142802,1.00748431574646,1.02439788977675,gbd2019
IHD,1.5,80+,1.01578104301835,1.00801884379696,1.0261016276927999,gbd2019
IHD,1.6,80+,1.01681458428948,1.0085533581513,1.02780021835211,gbd2019
IHD,1.7,80+,1.01784582860865,1.00908785788976,1.02949367085645,gbd2019
IHD,1.8,80+,1.01887477934307,1.00962234209258,1.03118199430758,gbd2019
IHD,1.9,80+,1.01990143985997,1.01015680984003,1.0328651978073,gbd2019
IHD,2,80+,1.02092581352659,1.01069126021235,1.03454329045736,gbd2019
IHD,2.1,80+,1.02194790371015,1.01122569228981,1.03621628135955,gbd2019
IHD,2.2,80+,1.02296771377787,1.01176010515267,1.03788417961564,gbd2019
IHD,2.3,80+,1.02398524709699,1.01229449788117,1.0395469943274,gbd2019
IHD,2.4,80+,1.02500050703474,1.01282886955558,1.04120473459661,gbd2019
IHD,2.5,80+,1.02601349695833,1.01336321925616,1.04285740952504,gbd2019
IHD,2.6,80+,1.02702422023501,1.01389754606315,1.04450502821447,gbd2019
IHD,2.7,80+,1.02803268023199,1.01443184905683,1.04614759976667,gbd2019
IHD,2.8,80+,1.0290388803165,1.01496612731744,1.04778513328342,gbd2019
IHD,2.9,80+,1.03004282385578,1.01550037992524,1.04941763786648,gbd2019
IHD,3,80+,1.03104451421705,1.01603460596049,1.05104512261764,gbd2019
IHD,3.1,80+,1.03204395476753,1.01656880450345,1.05266759663867,gbd2019
IHD,3.2,80+,1.03304114887446,1.01710297463437,1.05428469638991,gbd2019
IHD,3.3,80+,1.03403609990507,1.01763711543351,1.05589551398777,gbd2019
IHD,3.4,80+,1.03502881122657,1.01817122598113,1.05750125430081,gbd2019
IHD,3.5,80+,1.0360192862062,1.01869990527147,1.05905547850127,gbd2019
IHD,3.6,80+,1.03700752821119,1.01923328318765,1.0605819203142,gbd2019
IHD,3.7,80+,1.03799354060877,1.01976659543817,1.06209978936666,gbd2019
IHD,3.8,80+,1.03897732676615,1.02030000866262,1.06360911515361,gbd2019
IHD,3.9,80+,1.03995889005058,1.02083354375536,1.06510992717003,gbd2019
IHD,4,80+,1.04093823382927,1.02136702715439,1.06660225491088,gbd2019
IHD,4.1,80+,1.04191536146946,1.02190045758139,1.06808612787115,gbd2019
IHD,4.2,80+,1.04289027633837,1.02243383375801,1.06956157554581,gbd2019
IHD,4.3,80+,1.04386298180323,1.0229637401577,1.071027926801,gbd2019
IHD,4.4,80+,1.04483348123126,1.02348413419109,1.07250073363083,gbd2019
IHD,4.5,80+,1.04580177798971,1.02400392094264,1.07404288110659,gbd2019
IHD,4.6,80+,1.04676787544579,1.02452310127972,1.07558045682698,gbd2019
IHD,4.7,80+,1.04773177696673,1.0250458990853,1.07711346871077,gbd2019
IHD,4.8,80+,1.04869348591976,1.0255767482253,1.07864192467673,gbd2019
IHD,4.9,80+,1.0496530056721,1.02610751583532,1.08016583264362,gbd2019
IHD,5,80+,1.05061033959099,1.02663820213376,1.08168520053022,gbd2019
IHD,5.1,80+,1.05156549104366,1.027168807339,1.08320003625529,gbd2019
IHD,5.2,80+,1.05251846339732,1.02769933166946,1.08471034773759,gbd2019
IHD,5.3,80+,1.05346926001921,1.0282297753435,1.0862161428959,gbd2019
IHD,5.4,80+,1.05441788427656,1.02876013857954,1.08771742964898,gbd2019
IHD,5.5,80+,1.05536433953659,1.02929042159597,1.0892142159156,gbd2019
IHD,5.6,80+,1.05630862916653,1.02982062461117,1.09070650961453,gbd2019
IHD,5.7,80+,1.05725075653361,1.03035074784354,1.09219431866452,gbd2019
IHD,5.8,80+,1.05819072500505,1.03088079151149,1.09367765098436,gbd2019
IHD,5.9,80+,1.05912853794809,1.03141075583339,1.0951565144928,gbd2019
IHD,6,80+,1.06006419872996,1.03194064102765,1.09663091710862,gbd2019
IHD,6.1,80+,1.06099771071787,1.03247044731265,1.09810086675058,gbd2019
IHD,6.2,80+,1.06192907727906,1.03300029303685,1.09951090859598,gbd2019
IHD,6.3,80+,1.06285830178076,1.03353039095137,1.1009130439962,gbd2019
IHD,6.4,80+,1.06378538759018,1.03406042361301,1.10230913196033,gbd2019
IHD,6.5,80+,1.06471033807457,1.03459039118457,1.10369919091843,gbd2019
IHD,6.6,80+,1.06563315660115,1.03512029382888,1.10508323930059,gbd2019
IHD,6.7,80+,1.06655384653715,1.03565013170875,1.1064612955369,gbd2019
IHD,6.8,80+,1.06747241124978,1.03617990498699,1.10783337805744,gbd2019
IHD,6.9,80+,1.06838885410629,1.03670961382641,1.10919950529231,gbd2019
IHD,7,80+,1.0693031784739,1.03723925838982,1.11055969567157,gbd2019
IHD,7.1,80+,1.07021538771984,1.03776883884004,1.11191396762533,gbd2019
IHD,7.2,80+,1.07112548521133,1.03829835533989,1.11329011541615,gbd2019
IHD,7.3,80+,1.0720334743156,1.03882780805218,1.11468569221383,gbd2019
IHD,7.4,80+,1.07293935839989,1.03935719713971,1.11607661977437,gbd2019
IHD,7.5,80+,1.07384314083141,1.0398865227653,1.11746290720536,gbd2019
IHD,7.6,80+,1.0747448249774,1.04041578509178,1.11884456361441,gbd2019
IHD,7.7,80+,1.07564441420508,1.04094498428194,1.12022159810911,gbd2019
IHD,7.8,80+,1.07654191188169,1.0414741204986,1.12159401979706,gbd2019
IHD,7.9,80+,1.07743732137444,1.04200319390458,1.12296183778585,gbd2019
IHD,8,80+,1.07833064605057,1.04253220466269,1.12432506118307,gbd2019
IHD,8.1,80+,1.0792218892773,1.04306115293574,1.12568369909633,gbd2019
IHD,8.2,80+,1.08011105442187,1.04359003888655,1.12703776063322,gbd2019
IHD,8.3,80+,1.08099814485149,1.04411886267793,1.12838725490134,gbd2019
IHD,8.4,80+,1.08188316393341,1.04464762447269,1.12973219100827,gbd2019
IHD,8.5,80+,1.08276611503484,1.04517632443365,1.13107257806162,gbd2019
IHD,8.6,80+,1.08364700152301,1.04570496272362,1.13240842516898,gbd2019
IHD,8.7,80+,1.08452582676516,1.04623353950541,1.13373974143795,gbd2019
IHD,8.8,80+,1.0854025941285,1.04676205494183,1.13506653597613,gbd2019
IHD,8.9,80+,1.08627730698027,1.04729050919571,1.1363888178911,gbd2019
IHD,9,80+,1.08714996868769,1.04781890242984,1.13770659629047,gbd2019
IHD,9.1,80+,1.088020582618,1.04834723480706,1.13901988028183,gbd2019
IHD,9.2,80+,1.08888915213841,1.04887550649016,1.14032867897278,gbd2019
IHD,9.3,80+,1.08975568061617,1.04940371764197,1.1416330014709,gbd2019
IHD,9.4,80+,1.09062017141848,1.04993186842529,1.14293285688381,gbd2019
IHD,9.5,80+,1.09148262791259,1.05045995900294,1.14422825431909,gbd2019
IHD,9.6,80+,1.09234305346573,1.05098798953774,1.14551920288434,gbd2019
IHD,9.7,80+,1.09320145144511,1.05151596019249,1.14680571168716,gbd2019
IHD,9.8,80+,1.09405782521796,1.05204387113001,1.14808778983514,gbd2019
IHD,9.9,80+,1.09491217815152,1.05257172251311,1.14936544643587,gbd2019
IHD,10,80+,1.09576451361301,1.05309951450461,1.15063869059696,gbd2019
IHD,11,80+,1.10417764805427,1.05837420370031,1.16310341893636,gbd2019
IHD,12,80+,1.11239273923921,1.0632368703586,1.17457817980902,gbd2019
IHD,13,80+,1.12041315439556,1.06827548185054,1.18481801984665,gbd2019
IHD,14,80+,1.12824226075107,1.07344284911778,1.19648953010877,gbd2019
IHD,15,80+,1.13588342553348,1.07859141241278,1.20790476637149,gbd2019
IHD,16,80+,1.14334001597051,1.08371982788038,1.2189967424153,gbd2019
IHD,17,80+,1.15061539928992,1.08882675166544,1.22871334417551,gbd2019
IHD,18,80+,1.15771294271945,1.09391083991278,1.23753702815694,gbd2019
IHD,19,80+,1.16463601348682,1.09897074876725,1.24593054762874,gbd2019
IHD,20,80+,1.17138797881979,1.1040051343737,1.25390721068845,gbd2019
IHD,21,80+,1.17797220594609,1.10901265287696,1.26222484591524,gbd2019
IHD,22,80+,1.18439206209346,1.11399196042187,1.27064125448739,gbd2019
IHD,23,80+,1.19065091448963,1.11882784068567,1.27871900776664,gbd2019
IHD,24,80+,1.19675213036236,1.12355488669569,1.28559047904462,gbd2019
IHD,24.9999999999999,80+,1.20269907693937,1.1282558448395,1.29261309612066,gbd2019
IHD,25.9999999999999,80+,1.20849512144841,1.13259087523681,1.29970852539057,gbd2019
IHD,26.9999999999999,80+,1.21414363111722,1.1370917931786,1.30637354615801,gbd2019
IHD,27.9999999999999,80+,1.21964797317353,1.14143252370516,1.31140749685833,gbd2019
IHD,28.9999999999999,80+,1.22501151484509,1.14592193707213,1.31705847883018,gbd2019
IHD,29.9999999999999,80+,1.23023762335963,1.15051158919004,1.32105901430463,gbd2019
IHD,30.9999999999999,80+,1.23532966594489,1.15505627278435,1.32584844483084,gbd2019
IHD,31.9999999999999,80+,1.24029100982862,1.15964101886877,1.33041069710787,gbd2019
IHD,32.9999999999999,80+,1.24512502190091,1.16427474028355,1.33477042757479,gbd2019
IHD,33.9999999999999,80+,1.24983506021163,1.16881561202389,1.33990128966123,gbd2019
IHD,34.9999999999999,80+,1.25442447006591,1.17269705427955,1.34551464882438,gbd2019
IHD,35.9999999999999,80+,1.25889658106474,1.17705268795771,1.35139169715608,gbd2019
IHD,36.9999999999999,80+,1.26325471169594,1.18124198991544,1.35765499127715,gbd2019
IHD,37.9999999999999,80+,1.26750215751217,1.18541611633261,1.36216396570841,gbd2019
IHD,38.9999999999999,80+,1.27164212028833,1.18956376946158,1.36630250040736,gbd2019
IHD,39.9999999999999,80+,1.27567764898236,1.19363661294672,1.37077847005671,gbd2019
IHD,40.9999999999999,80+,1.27961168914599,1.19769999742318,1.37531439446533,gbd2019
IHD,41.9999999999999,80+,1.28344712642362,1.20159078128185,1.38010609113329,gbd2019
IHD,42.9999999999999,80+,1.28718680986835,1.20389598741031,1.38436796775496,gbd2019
IHD,43.9999999999999,80+,1.29083357067887,1.20799651903647,1.38745379303628,gbd2019
IHD,44.9999999999999,80+,1.29439018963342,1.21072262939789,1.39040942850911,gbd2019
IHD,45.9999999999999,80+,1.29785935420117,1.21337171573393,1.39323302409909,gbd2019
IHD,46.9999999999999,80+,1.30124366028859,1.2163190130737,1.39591499902381,gbd2019
IHD,47.9999999999999,80+,1.30454556934069,1.21939941599619,1.39917922857891,gbd2019
IHD,48.9999999999999,80+,1.30776749680979,1.22115747337885,1.40242433516727,gbd2019
IHD,49.9999999999999,80+,1.31091176627898,1.22377278657272,1.40565419845587,gbd2019
IHD,50.9999999999999,80+,1.31398057265811,1.22724045290711,1.4088221492202,gbd2019
IHD,51.9999999999999,80+,1.31697593933627,1.23065104255784,1.41192357748918,gbd2019
IHD,52.9999999999998,80+,1.31989976411691,1.2340033724263,1.41495918182916,gbd2019
IHD,53.9999999999998,80+,1.3227538917242,1.23729625701288,1.41799974095415,gbd2019
IHD,54.9999999999998,80+,1.32554015382154,1.23918489568753,1.42158955233674,gbd2019
IHD,55.9999999999998,80+,1.32826028974378,1.24023197803237,1.42508344983869,gbd2019
IHD,56.9999999999998,80+,1.33091583975352,1.24254429545496,1.42844100738535,gbd2019
IHD,57.9999999999998,80+,1.33350830457472,1.24540403678869,1.43168822243986,gbd2019
IHD,58.9999999999998,80+,1.33603904499731,1.24827541205765,1.4347960103949,gbd2019
IHD,59.9999999999998,80+,1.33850904309847,1.25079748888745,1.43611947712369,gbd2019
IHD,60.9999999999998,80+,1.34091893560842,1.25396412919765,1.43734213790184,gbd2019
IHD,61.9999999999998,80+,1.34326919550817,1.2568079323365,1.43924486289693,gbd2019
IHD,62.9999999999998,80+,1.34556014099612,1.2576387762455,1.4420900153487,gbd2019
IHD,63.9999999999998,80+,1.34779240596791,1.25862708925514,1.44521916941401,gbd2019
IHD,64.9999999999998,80+,1.34996668835895,1.26089456156275,1.4480600070349,gbd2019
IHD,65.9999999999998,80+,1.35208293026684,1.26316180019181,1.44986167851908,gbd2019
IHD,66.9999999999998,80+,1.35414080153014,1.26448429862988,1.45274461692854,gbd2019
IHD,67.9999999999998,80+,1.35613988831736,1.26636932947506,1.4550158487113,gbd2019
IHD,68.9999999999998,80+,1.35807978664359,1.26859584083755,1.45662704611779,gbd2019
IHD,69.9999999999998,80+,1.3599599511061,1.26946708280383,1.45874615152707,gbd2019
IHD,70.9999999999998,80+,1.36178021006861,1.2707235990332,1.46090639515712,gbd2019
IHD,71.9999999999998,80+,1.36354065509964,1.27243787766619,1.46342977972656,gbd2019
IHD,72.9999999999998,80+,1.36524064656723,1.27417150928607,1.46610226175409,gbd2019
IHD,73.9999999999998,80+,1.36687957543057,1.27582739952006,1.46875533754648,gbd2019
IHD,74.9999999999998,80+,1.36845717634819,1.27699958336155,1.47038989631731,gbd2019
IHD,75.9999999999998,80+,1.36997269285577,1.27810724703271,1.47187816823889,gbd2019
IHD,76.9999999999998,80+,1.37142508731886,1.27897605601032,1.47374654627355,gbd2019
IHD,77.9999999999998,80+,1.37281331532779,1.27990637397112,1.47562837429873,gbd2019
IHD,78.9999999999998,80+,1.37413659278684,1.28150971142437,1.47733760206125,gbd2019
IHD,79.9999999999997,80+,1.37539518257302,1.28241029295055,1.47889630633827,gbd2019
IHD,80.9999999999997,80+,1.3765896221748,1.28344268831672,1.48027439196943,gbd2019
IHD,81.9999999999997,80+,1.37771946227661,1.28415805378091,1.48119018993851,gbd2019
IHD,82.9999999999997,80+,1.37878491024155,1.28443124381824,1.48247687779507,gbd2019
IHD,83.9999999999997,80+,1.37978979113684,1.285023607978,1.48469011777879,gbd2019
IHD,84.9999999999997,80+,1.38073908831733,1.28612464521773,1.48527790044584,gbd2019
IHD,85.9999999999997,80+,1.38163398281303,1.28716479940289,1.4858342077703,gbd2019
IHD,86.9999999999997,80+,1.38247437403143,1.28814966108267,1.48638262641589,gbd2019
IHD,87.9999999999997,80+,1.3832659476166,1.28917585419367,1.48692612599042,gbd2019
IHD,88.9999999999997,80+,1.38401368678434,1.29048142516838,1.48748572647415,gbd2019
IHD,89.9999999999997,80+,1.38471930507881,1.29088266790643,1.48794932596371,gbd2019
