location_id,location_level,iso3,estimate,location_name,country,region,income_group,pop,Asthma.Inci.1to18,Asthma.Prev.1to18,exac.0to17,exac.18to99,PTB,LBW,COPD_Deaths,COPD_YLLs,AllCause_Deaths,AllCause_YLLs,Absences,TotCV_Deaths,TotResp_Deaths,TotCV_YLLs,TotResp_YLLs,NCD.LRI_Deaths,NCD.LRI_YLDs,NCD.LRI_YLLs,LRI.child_Deaths,LRI.child_YLLs,AllCause_YLDs,COPD_YLDs,Diabetes_Deaths,Diabetes_YLDs,Diabetes_YLLs,IHD_Deaths,IHD_YLDs,IHD_YLLs,LC_Deaths,LC_YLDs,LC_YLLs,LRI_Deaths,LRI_YLDs,LRI_YLLs,OthCV_Deaths,OthCV_YLDs,OthCV_YLLs,OthResp_Deaths,OthResp_YLDs,OthResp_YLLs,Stroke_Deaths,Stroke_YLDs,Stroke_YLLs,TotCV_YLDs,TotResp_YLDs,birth.rate,labor.partic
298,3,ASM,high,American Samoa,American Samoa,East Asia & Pacific,High income,55504.94583680459,322.0262363845739,1258.2057090121982,1160.836626873634,1201.4421254651763,NA,NA,35.82654615682464,733.9995113253558,761.6060754125183,20424.89333019668,NA,274.249603491995,45.103112043961936,7037.348621459107,985.5278446170109,699.6913237496842,8188.375103700003,18012.134308951045,3.454190352113831,307.7888852796124,9848.362850329324,128.60361575169907,100.6133199870608,1984.7245311507102,2623.254644614617,150.01418964475226,56.55787566392066,3938.692482181443,26.191247348493594,6.339638274596896,684.3933234273672,23.192664175218916,2.97538186999348,555.7492888646816,34.49404811575855,134.08454224095817,930.5327656460878,9.363474137875032,37.11556537871127,248.2645997133153,91.21848125350272,235.00959599206394,2202.2403243658678,426.3983328877838,160.84517863649987,16.304,NA
298,3,ASM,low,American Samoa,American Samoa,East Asia & Pacific,High income,55504.94583680459,114.365918069488,587.7198053354751,1160.836626873634,1201.4421254651763,NA,NA,26.853814278403647,542.4976670218724,603.8781636122606,15579.522373858052,NA,215.54103066533833,34.12009964021861,5358.4831029657935,730.7863212769715,550.184518666973,4592.405242502049,13677.996113402745,2.0286742491404315,180.88713209295102,5567.296353311559,89.62826023391914,73.77373660136116,965.7694041992678,1887.9517484261878,116.4683742133936,26.556720571371812,2965.0727092124166,18.18802870877569,3.15647999827027,466.1632622951914,16.45031629367058,1.454834566413058,391.26514213770804,28.585331390869055,86.60420426236924,764.4271054486011,6.919821281028993,21.232802857841236,183.24051765630747,67.69508034525276,136.89461926723365,1597.4615857200617,247.17815206417498,112.38882256319833,16.304,NA
74,3,AND,central,Andorra,Andorra,Europe & Central Asia,High income,83064.21143528551,161.81262978025453,1169.2346165492677,223.8151001347202,754.958209033944,NA,65.485003486959,39.65632893409888,598.6704686034399,715.9088041710276,12837.422415229954,NA,210.03952855990883,45.93412577629117,3086.5399567047766,715.312087366527,678.0901942934396,9617.692115030386,11767.651543773241,0.03029309902903461,2.683108481881058,11946.486212578297,187.4910523991442,18.697743440958604,464.5954477459221,300.58957137211655,96.29394216866403,68.05897259488343,1499.5737584971196,48.834997047523274,14.17389658007182,1124.6224749614503,17.057165449268062,0.9608126364478713,221.21526238607913,64.13245507368062,192.4339728984356,893.333692294768,6.277796842192267,212.52692192830997,116.64161876308718,49.613131317564246,144.46273382220295,693.6325059128957,404.9556793155217,400.01797432745406,6.993,NA
74,3,AND,high,Andorra,Andorra,Europe & Central Asia,High income,83064.21143528551,274.38870623826335,1671.5787132627522,223.8151001347202,754.958209033944,NA,65.485003486959,49.677331346087286,757.559835993002,862.5721381627476,15791.769740383943,NA,253.28173454562068,56.50124876570067,3735.649862651935,892.8224893814324,821.8878595858857,12572.865104329961,14540.885766483583,0.04046380436823078,3.5854928305346876,15461.364466119945,231.14480787477356,23.32552048228785,658.0908545636587,378.83287416704223,117.9636884806041,94.88431745577327,1832.269058418318,63.36569740765961,20.548932337525994,1480.0698128710692,21.47321419613814,1.3412784144504413,280.99389251612,72.65160715549334,239.72857607147955,1005.9215291700178,9.445861199011066,294.9568281435226,173.54261364570309,61.30654584815727,183.26677042473798,852.8490396630785,526.0415828743859,508.85381784551197,6.993,NA
74,3,AND,low,Andorra,Andorra,Europe & Central Asia,High income,83064.21143528551,88.2260924059958,785.3022071551763,223.8151001347202,754.958209033944,NA,65.485003486959,29.92856856704712,452.11203137253705,582.0868503893206,10186.465453234523,NA,162.47158378327813,35.47472520222631,2419.67445724223,551.1436408861377,546.4103953222897,7150.166101109539,9281.891905534058,0.021729383938000182,1.9254741910581163,8941.083680163858,150.650048389981,14.556922506203904,317.32250211371826,233.38605847375996,75.14699133052882,44.43891125284293,1173.0520916076732,36.94922263828972,9.409707895159135,847.1194448712546,12.927200791241017,0.6422804964482258,168.87412332758188,55.61330299186789,145.13936972539165,780.7458554195181,3.1097324853734696,130.09701571309733,59.74062388047127,37.34839009176473,105.56526456932203,534.7128235273963,292.792651244321,311.445803607774,6.993,NA
168,3,AGO,central,Angola,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,563.2705190491988,2222.2142300604023,2529.7669399768724,1242.9087788046968,473.1156643600464,614.4950047412,7.164910167955184,167.09531201824782,379.6926093332146,12732.319350459862,372567.5023990469,95.11419520678022,11.14657913249992,2409.3520684721,288.6118800352221,226.11812537570128,3383.4217625397687,6219.420392548478,19.093626806528583,1699.6571424429455,5096.3186564715425,56.95611659178287,14.088980806587665,236.73071675638465,385.3017260708256,33.36195598254251,10.593159749847056,850.6182600915253,4.24806703934943,0.9725374226534609,123.70561721950482,22.28298511699271,2.4392950760416965,623.9403053918853,25.774194274838642,80.65739417030123,665.2236897187427,3.981668964544733,28.624632016985075,121.51656801697438,35.978044949399134,73.0806991617512,893.5101186618324,164.33125308189938,85.58074860876813,39.539,75.959
168,3,AGO,high,Angola,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,857.0746069355835,3003.261184752434,2529.7669399768724,1242.9087788046968,473.1156643600464,614.4950047412,9.18943505132052,215.90576235421153,465.54582234115884,15731.229071481474,372567.5023990469,118.33930202573893,14.87026726897854,3020.5133430846045,381.91360365763575,286.52237467924516,4424.175768702559,7996.354191825531,25.967875318663335,2313.6024730814524,6629.581854984968,68.35346821895259,17.84687316866536,336.3845242150012,492.0483530132414,42.01581406074751,15.001110763880195,1079.4394940594425,5.546540400849361,1.451177922746532,163.53496390017597,27.73889853329064,3.464141335882652,787.6648025823116,31.77003679616908,102.17311595088952,818.23369855428,5.453811855977173,37.705462240453386,162.93316153249486,44.67287528428121,91.5018431921594,1122.8928010418365,215.6595178395152,103.66077645197319,39.539,75.959
168,3,AGO,low,Angola,Angola,Sub-Saharan Africa,Lower middle income,30138521.377268467,363.1732906307021,1643.5462272298103,2529.7669399768724,1242.9087788046968,473.1156643600464,614.4950047412,5.525528242106667,126.2817992720553,305.95964746867946,10266.478259386322,372567.5023990469,75.16552301947802,8.182959215142503,1870.9702164188463,210.0014899624989,175.37043595067817,2486.416724711678,4735.57305580067,13.51082078034608,1204.7140389331557,3814.4398602060455,45.78580901598915,10.800174709374234,161.3356882379518,290.2661585598596,25.806221980648253,6.760560786690296,640.7184332327454,3.100999787508754,0.592007140493134,89.51169636856127,17.240010833799545,1.6672501852239596,479.029293978333,19.778351753508204,59.14167238971294,512.2136808832054,2.5095260731122933,19.543801793516764,80.0999745014539,27.935187538953397,54.15054383294011,683.0964854622763,121.2748872797662,67.50877562647129,39.539,75.959
105,3,ATG,central,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,High income,88489.34891948712,575.2384643354541,2726.064278495785,1082.0186369222406,922.3741568520636,113.02053117752077,176.59132084499998,7.766980127241846,139.8580604764065,682.6334527057779,15196.90760245546,NA,231.30695518081478,12.0236880214106,4493.433322210716,241.90123553707133,637.4277539764039,7863.431339684643,13512.312474337428,1.395466127545914,124.48228660082943,9642.790498989829,52.68949325301223,64.05216281192628,1129.7655711859352,1345.8205284336982,73.62328933975776,57.55268632657415,1394.9066482970331,10.333031030372675,2.5439853609663237,250.47862089705143,33.401715539601646,2.1039527818488444,581.6959147973574,81.58184386487153,263.0586148490225,1623.5485738323923,4.256707894168753,72.28743679935148,102.04317506066474,76.10182197618543,82.83046149794696,1474.9781000812934,403.44176267354345,124.97693005236357,11.5,NA
105,3,ATG,high,Antigua and Barbuda,Antigua and Barbuda,Latin America & Caribbean,High income,88489.34891948712,919.266055350842,3929.0838566143952,1082.0186369222406,922.3741568520636,113.02053117752077,176.59132084499998,8.616594714883306,155.96922321628415,744.3337411731043,16712.869322590752,NA,254.88040962841745,13.27810189278997,4958.237990170633,268.0950199419611,697.9282081122773,10354.574261573083,14933.439982829363,1.7256701788460425,153.91988693253808,12758.537690161651,64.37048972835414,70.71125562798197,1564.3031342757324,1492.0749553374123,81.1627234380243,81.56698385653614,1548.8126212669838,11.670649180384949,3.4680540138071767,282.98913830752406,36.632566289245105,2.966712155657949,644.3157182880408,87.13801460416579,321.7915842382839,1732.555517817516,4.581683379952455,99.6101999457448,110.03760988292454,84.43014158643938,105.21640005711744,1645.1337750810364,542.5459715938889,158.41273757100322,11.5,NA
