estimate,iso3,Outcome,Cause,Pollutant,scenario,region_name,year,number,cost.USD
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2010,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2011,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2012,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2013,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2014,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2015,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2016,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2017,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2018,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,opr_all,Lahad Datu,2019,1.3082395866136944e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1980,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1981,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1982,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1983,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1984,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1985,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1986,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1987,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1988,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1989,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1990,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1991,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1992,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1993,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1994,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1995,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1996,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1997,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1998,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,1999,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2000,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2001,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2002,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2003,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2004,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2005,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2006,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2007,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2008,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2009,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2010,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2011,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2012,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2013,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2014,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2015,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2016,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2017,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2018,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Kinabatangan,2019,1.3522415893817008e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1980,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1981,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1982,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1983,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1984,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1985,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1986,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1987,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1988,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1989,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1990,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1991,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1992,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1993,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1994,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1995,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1996,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1997,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1998,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,1999,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2000,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2001,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2002,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2003,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2004,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2005,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2006,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2007,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2008,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2009,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2010,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2011,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2012,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2013,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2014,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2015,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2016,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2017,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2018,1.5695892604472217e-4,0
central,MYS,Deaths,COPD,PM25,oprnew_a,Lahad Datu,2019,1.5695892604472217e-4,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1980,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1981,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1982,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1983,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1984,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1985,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1986,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1987,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1988,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1989,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1990,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1991,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1992,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1993,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1994,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1995,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1996,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1997,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1998,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,1999,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2000,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2001,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2002,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2003,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2004,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2005,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2006,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2007,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2008,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2009,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2010,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2011,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2012,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2013,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2014,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2015,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2016,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2017,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2018,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Kinabatangan,2019,0.002547681762703913,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1980,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1981,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1982,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1983,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1984,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1985,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1986,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1987,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1988,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1989,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1990,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1991,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1992,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1993,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1994,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1995,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1996,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1997,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1998,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,1999,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2000,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2001,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2002,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2003,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2004,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2005,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2006,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2007,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2008,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2009,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2010,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2011,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2012,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2013,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2014,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2015,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2016,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2017,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2018,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,opr_all,Lahad Datu,2019,0.0027903891096462373,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1980,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1981,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1982,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1983,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1984,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1985,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1986,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1987,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1988,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1989,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1990,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1991,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1992,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1993,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1994,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1995,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1996,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1997,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1998,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,1999,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2000,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2001,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2002,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2003,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2004,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2005,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2006,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2007,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2008,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2009,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2010,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2011,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2012,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2013,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2014,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2015,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2016,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2017,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2018,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Kinabatangan,2019,0.003045000308820299,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1980,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1981,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1982,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1983,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1984,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1985,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1986,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1987,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1988,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1989,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1990,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1991,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1992,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1993,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1994,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1995,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1996,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1997,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1998,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,1999,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2000,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2001,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2002,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2003,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2004,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2005,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2006,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2007,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2008,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2009,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2010,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2011,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2012,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2013,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2014,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2015,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2016,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2017,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2018,0.0033510586148347756,0
central,MYS,Deaths,Deaths,TOTAL,oprnew_a,Lahad Datu,2019,0.0033510586148347756,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1980,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1981,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1982,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1983,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1984,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1985,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1986,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1987,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1988,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1989,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1990,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1991,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1992,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1993,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1994,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1995,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1996,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1997,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1998,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,1999,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2000,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2001,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2002,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2003,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2004,1.987341253564721e-4,0
central,MYS,Deaths,Diabetes,PM25,opr_all,Kinabatangan,2005,1.987341253564721e-4,0
