scenario,iso3,region_id,region_name,estimate,Currency.Name,Currency.Code,cost.USD,cost.LCU,pop,cost.percap.USD,cost.perc
scenario1,FRA,FRA,France,high,Euro,EUR,0,0,20837583.885492053,0,0
scenario1,FSM,FSM,Micronesia,high,US Dollar,USD,0,0,134760.48996759154,0,0
scenario1,GAB,GAB,Gabon,high,CFA Franc BEAC,XAF,0,0,2079362.9241185542,0,0
scenario1,GEO,GEO,Georgia,high,Lari,GEL,0,0,4789448.582902501,0,0
scenario1,GNQ,GNQ,Equatorial Guinea,high,CFA Franc BEAC,XAF,0,0,1092428.530259434,0,0
scenario1,GRC,GRC,Greece,high,Euro,EUR,0,0,9718599.450102596,0,0
scenario1,HRV,HRV,Croatia,high,Kuna,HRK,0,0,4071626.2777498025,0,0
scenario1,HUN,HUN,Hungary,high,Forint,HUF,0,0,9692414.469468158,0,0
scenario1,IRQ,IRQ,Iraq,high,Iraqi Dinar,IQD,0,0,45599767.77457884,0,0
scenario1,ISR,ISR,Israel,high,New Israeli Sheqel,ILS,0,0,8417365.787389807,0,0
scenario1,ITA,ITA,Italy,high,Euro,EUR,0,0,58068413.92860626,0,0
scenario1,JOR,JOR,Jordan,high,Jordanian Dinar,JOD,0,0,9078854.178224951,0,0
scenario1,KEN,KEN,Kenya,high,Kenyan Shilling,KES,0,0,54818434.74308484,0,0
scenario1,KWT,KWT,Kuwait,high,Kuwaiti Dinar,KWD,0,0,4001664.493383218,0,0
scenario1,LBN,LBN,Lebanon,high,Lebanese Pound,LBP,0,0,9823395.453600999,0,0
scenario1,LBY,LBY,Libya,high,Libyan Dinar,LYD,0,0,7023958.237293931,0,0
scenario1,LTU,LTU,Lithuania,high,Euro,EUR,0,0,2537440.2808112088,0,0
scenario1,LUX,LUX,Luxembourg,high,Euro,EUR,0,0,630002.1467829145,0,0
scenario1,LVA,LVA,Latvia,high,Euro,EUR,0,0,1983335.4757782724,0,0
scenario1,MDA,MDA,Moldova,high,Moldovan Leu,MDL,0,0,4177711.2855651015,0,0
scenario1,MKD,MKD,Macedonia,high,Denar,MKD,0,0,2062098.2857916006,0,0
scenario1,MLI,MLI,Mali,high,CFA Franc BCEAO,XOF,0,0,830.5308384140017,0,0
scenario1,MLT,MLT,Malta,high,Euro,EUR,0,0,243293.09316892116,0,0
scenario1,MNE,MNE,Montenegro,high,Euro,EUR,0,0,648704.7875351922,0,0
scenario1,MUS,MUS,Mauritius,high,Mauritius Rupee,MUR,0,0,899238.1399645014,0,0
scenario1,NER,NER,Niger,high,CFA Franc BCEAO,XOF,0,0,19180533.72190894,0,0
scenario1,NGA,NGA,Nigeria,high,Naira,NGN,0,0,195583750.29555932,0,0
scenario1,NLD,NLD,Netherlands,high,Euro,EUR,0,0,16244570.384703126,0,0
scenario1,NOR,NOR,Norway,high,Norwegian Krone,NOK,0,0,5663235.370024569,0,0
scenario1,PNG,PNG,Papua New Guinea,high,Kina,PGK,0,0,8820060.531494558,0,0
scenario1,POL,POL,Poland,high,Zloty,PLN,0,0,38851857.86721386,0,0
scenario1,PSE,PSE,Palestina,high,No universal currency,NA,0,0,6739650.967265959,0,0
scenario1,ROU,ROU,Romania,high,Romanian Leu,RON,0,0,17798223.223186947,0,0
scenario1,RWA,RWA,Rwanda,high,Rwanda Franc,RWF,0,0,14370462.206818962,0,0
scenario1,SDN,SDN,Sudan,high,Sudanese Pound,SDG,0,0,50045381.48048536,0,0
scenario1,SLB,SLB,Solomon Islands,high,Solomon Islands Dollar,SBD,0,0,1007596.1244281443,0,0
scenario1,SRB,SRB,Serbia,high,Serbian Dinar,RSD,0,0,6889782.115708105,0,0
scenario1,STP,STP,São Tomé and Príncipe,high,Dobra,STN,0,0,149843.3108809211,0,0
scenario1,SVK,SVK,Slovakia,high,Euro,EUR,0,0,5612793.152705005,0,0
scenario1,SVN,SVN,Slovenia,high,Euro,EUR,0,0,2130017.8712116624,0,0
scenario1,SWE,SWE,Sweden,high,Swedish Krona,SEK,0,0,10675580.5254405,0,0
scenario1,SYC,SYC,Seychelles,high,Seychelles Rupee,SCR,0,0,141928.41359319838,0,0
scenario1,TCD,TCD,Chad,high,CFA Franc BEAC,XAF,0,0,18320276.76883309,0,0
scenario1,TUN,TUN,Tunisia,high,Tunisian Dinar,TND,0,0,12940723.207036382,0,0
scenario1,TUR,TUR,Turkey,high,Turkish Lira,TRY,0,0,86256156.31741938,0,0
scenario1,UGA,UGA,Uganda,high,Uganda Shilling,UGX,0,0,55019922.10239648,0,0
scenario1,UKR,UKR,Ukraine,high,Hryvnia,UAH,0,0,44997922.86641376,0,0
scenario1,ERI,ERI,Eritrea,high,Nakfa,ERN,0,0,6222660.084534256,0,NA
scenario1,GUM,GUM,Guam,high,US Dollar,USD,0,0,226467.25112317514,0,NA
scenario1,IOT,IOT,British Indian Ocean Territory,high,NA,NA,0,0,NA,NA,NA
scenario1,LIE,LIE,Liechtenstein,high,Swiss Franc,CHF,0,0,NA,NA,NA
scenario1,MCO,MCO,Monaco,high,Euro,EUR,0,0,NA,NA,NA
scenario1,MHL,MHL,Marshall Islands,high,US Dollar,USD,0,0,NA,NA,NA
scenario1,MNP,MNP,Northern Mariana Islands,high,US Dollar,USD,0,0,NA,NA,NA
scenario1,PLW,PLW,Palau,high,US Dollar,USD,0,0,NA,NA,NA
scenario1,PRK,PRK,North Korea,high,NA,NA,0,0,26980063.708160583,0,NA
scenario1,SMR,SMR,San Marino,high,Euro,EUR,0,0,NA,NA,NA
scenario1,SOM,SOM,Somalia,high,NA,NA,0,0,13959348.401898956,0,NA
scenario1,SSD,SSD,South Sudan,high,South Sudanese Pound,SSP,0,0,14567200.358833779,0,NA
scenario1,SYR,SYR,Syria,high,NA,NA,0,0,19277995.95738257,0,NA
scenario1,TWN,TWN,Taiwan,high,NA,NA,0,0,26950451.66889423,0,NA
scenario1,YEM,YEM,Yemen,high,Yemeni Rial,YER,0,0,33830171.55368241,0,NA
scenario1,BGD,BGD,Bangladesh,low,Taka,BDT,163.75899578968222,13760.540424910714,179403191.2267793,0.9127986780495914,4.918785845973282e-4
scenario1,MMR,MMR,Myanmar,low,Kyat,MMK,40.72492950361879,62398.612888724754,60344178.385160655,0.6748775208054458,4.7938003986136514e-4
scenario1,NPL,NPL,Nepal,low,Nepalese Rupee,NPR,14.635735011964336,1652.0788410035348,29913363.328348093,0.48927079350166025,4.568138238782659e-4
scenario1,IND,IND,India,low,Indian Rupee,INR,1320.7077631996492,93638.18041085507,1450316455.1383414,0.9106341988470859,4.3278092019791083e-4
scenario1,BTN,BTN,Bhutan,low,Indian Rupee,INR,1.1838170367513683,80.96065523490783,876643.4279249388,1.350397435310187,4.163740981984101e-4
scenario1,BTN,BTN,Bhutan,low,Ngultrum,BTN,1.1838170367513683,80.96065523490783,876643.4279249388,1.350397435310187,4.163740981984101e-4
scenario1,LAO,LAO,Laos,low,Kip,LAK,6.104242742572216,54872.502478578914,8616791.006176224,0.7084125329483913,2.7946388985633237e-4
scenario1,VNM,VNM,Vietnam,low,Dong,VND,75.9832645592474,1751432.6132456968,107182649.72787797,0.7089138470840054,2.610835280018247e-4
scenario1,SWZ,SWZ,Swaziland,low,Lilangeni,SZL,1.2793759392618456,18.806826307149137,1360986.6769905123,0.9400356086445102,2.4499061647272643e-4
scenario1,BWA,BWA,Botswana,low,Pula,BWP,3.849966757570159,41.40985744774888,2523304.755870009,1.5257636829692935,1.9164663730039373e-4
scenario1,IDN,IDN,Indonesia,low,Rupiah,IDR,224.85616042868017,3181191.0700106444,290471939.0625128,0.7741063083559635,1.8718252776376993e-4
scenario1,KHM,KHM,Cambodia,low,Riel,KHR,5.6575812667862415,22976.280504027694,18492916.17050132,0.3059323480744936,1.8618974238080154e-4
scenario1,THA,THA,Thailand,low,Baht,THB,100.57866821854222,3122.726259382011,70657166.87559785,1.4234743999235844,1.8230522928706108e-4
scenario1,ZAF,ZAF,South Africa,low,Rand,ZAR,57.8478749718032,835.8092367426024,58326801.52677989,0.9917889110590644,1.6525956885830365e-4
scenario1,LSO,LSO,Lesotho,low,Loti,LSL,0.4132801790307247,5.9726424913162495,2168229.551057099,0.19060720707788253,1.646664507060284e-4
scenario1,LSO,LSO,Lesotho,low,Rand,ZAR,0.4132801790307247,5.9726424913162495,2168229.551057099,0.19060720707788253,1.646664507060284e-4
scenario1,ZWE,ZWE,Zimbabwe,low,Zimbabwe Dollar,ZWL,4.509415260039611,4.509415260039611,18791614.26824606,0.23996955214537316,1.6391520606627965e-4
scenario1,PAK,PAK,Pakistan,low,Pakistan Rupee,PKR,47.06135690858381,6423.032819733022,226953999.0318939,0.20736077403055703,1.6140767853472634e-4
scenario1,LKA,LKA,Sri Lanka,low,Sri Lanka Rupee,LKR,13.27758445233125,2373.300505173504,22955705.82241178,0.5784001831635373,1.501135789577921e-4
scenario1,PHL,PHL,Philippines,low,Philippine Peso,PHP,51.81119040062275,2683.601156797331,117806304.48301554,0.43979981061278867,1.2619488742770315e-4
scenario1,CHN,CHN,China,low,Yuan Renminbi,CNY,1761.9389211625994,12172.178842959735,1450705425.4458532,1.2145394166573087,1.1835679146300782e-4
scenario1,BRN,BRN,Brunei,low,Brunei Dollar,BND,2.168805085167675,2.958683897185746,597515.8241621748,3.6297031768300556,1.1676045423890273e-4
scenario1,AFG,AFG,Afghanistan,low,Afghani,AFN,2.0233454032868607,157.07210132261866,39848761.98105132,0.05077561516839574,1.0112337996295799e-4
scenario1,MYS,MYS,Malaysia,low,Malaysian Ringgit,MYR,37.81035298966052,156.6282429558022,33235270.875280656,1.1376574342224683,9.966479313350253e-5
scenario1,MOZ,MOZ,Mozambique,low,Mozambique Metical,MZN,1.464009884587136,91.60309847861711,37358214.46823282,0.03918843299730083,7.96829130740622e-5
scenario1,MDV,MDV,Maldives,low,Rufiyaa,MVR,0.10911062651917856,1.678339657118002,131839.4818789405,0.8276020579280465,7.669728369997642e-5
scenario1,JPN,JPN,Japan,low,Yen,JPY,381.1113814127254,41544.82435881753,124751438.7749191,3.054965819675554,7.590565554219415e-5
scenario1,NAM,NAM,Namibia,low,Namibia Dollar,NAD,1.153474795252945,16.66586523173265,3153838.434351698,0.36573680588367014,7.377506888653582e-5
scenario1,NAM,NAM,Namibia,low,Rand,ZAR,1.153474795252945,16.66586523173265,3153838.434351698,0.36573680588367014,7.377506888653582e-5
scenario1,KOR,KOR,South Korea,low,Won,KRW,112.78251204223777,131431.9462772618,52608121.04512764,2.1438232311222842,6.749652845575139e-5
scenario1,TLS,TLS,Timor-Leste,low,US Dollar,USD,0.09349420034348682,0.09349420034348682,1106761.0015873052,0.0844755102586723,6.527293507672546e-5
scenario1,SGP,SGP,Singapore,low,Singapore Dollar,SGD,10.87244384526633,14.832187893712339,2800442.442780054,3.88240218016159,5.9515664933438614e-5
scenario1,ZMB,ZMB,Zambia,low,Zambian Kwacha,ZMW,1.3869972624999434,17.87756251526678,21067180.368814427,0.0658368722448071,5.098324304599163e-5
scenario1,MWI,MWI,Malawi,low,Kwacha,MWK,0.43280773376624765,322.84535486759097,24329373.85802166,0.01778951387290003,4.322539838939966e-5
scenario1,MNG,MNG,Mongolia,low,Tugrik,MNT,0.5467084638435237,1456.180627177626,3158347.8431124394,0.1730995099338906,4.030035817161116e-5
scenario1,MDG,MDG,Madagascar,low,Malagasy Ariary,MGA,0.5739067791635856,2076.579467606063,30513498.569994304,0.018808291610583828,3.601604396872507e-5
scenario1,TJK,TJK,Tajikistan,low,Somoni,TJS,0.3524238224236598,3.35873999722645,11744796.696667368,0.030006804845218095,3.4459385059150204e-5
scenario1,KGZ,KGZ,Kyrgyzstan,low,Som,KGS,0.26749669407806437,18.66842018769695,7698510.125475707,0.034746553517267104,2.6536382689314853e-5
scenario1,UZB,UZB,Uzbekistan,low,Uzbekistan Sum,UZS,1.153328839334418,10191.72187081989,33898551.177533984,0.034022953762660464,1.9725268074746712e-5
scenario1,HKG,HKG,Hong Kong,low,Hong Kong Dollar,HKD,7.341109104341524,57.52419683070981,8390908.564098,0.8748884638967191,1.7944282206977103e-5
scenario1,MAC,MAC,Macao,low,Pataca,MOP,0.1483137422900494,1.1969660571518437,99759.40151396206,1.4867144353235902,1.7678693743568582e-5
scenario1,AGO,AGO,Angola,low,Kwanza,AOA,1.5725188116629822,573.6954334799962,32824595.587040983,0.04790672310015622,1.6110729594514815e-5
scenario1,COD,COD,Democratic Republic of the Congo,low,Congolese Franc,CDF,0.5777548530402972,952.0013944211663,105225969.1392145,0.005490610899253629,1.0070520236324619e-5
scenario1,TKM,TKM,Turkmenistan,low,Turkmenistan New Manat,TMT,0.44370247497059473,1.5529586623970821,6507940.6256007105,0.06817862984569549,9.786450104975782e-6
scenario1,TZA,TZA,Tanzania,low,Tanzanian Shilling,TZS,0.6901647242603317,1587.7163563489278,68159882.5260827,0.0101256736174131,9.023684882415302e-6
scenario1,KAZ,KAZ,Kazakhstan,low,Tenge,KZT,1.165839128595745,446.22177870437395,19615523.263931926,0.05943451586323131,6.107658923963656e-6
scenario1,ARE,ARE,United Arab Emirates,low,UAE Dirham,AED,1.938737184393804,7.120012309686229,9918093.396267261,0.1954747860232351,4.5350282102094105e-6
scenario1,OMN,OMN,Oman,low,Rial Omani,OMR,0.38658590231774737,0.14864227944117347,5949570.699472176,0.0649771087436685,4.199106396288089e-6
scenario1,BHR,BHR,Bahrain,low,Bahraini Dinar,BHD,0.07195336561513889,0.027054465471292227,975688.8235614493,0.07374622305551831,3.1376061446140935e-6
scenario1,IRN,IRN,Iran,low,Iranian Rial,IRR,1.489369566682825,51223.117353919464,88100458.42551258,0.01690535546920067,3.06239197653424e-6
scenario1,RUS,RUS,Russia,low,Russian Ruble,RUB,4.6519468191259055,301.15633759252665,145051086.4450135,0.032071092558754344,2.76833019777414e-6
scenario1,QAT,QAT,Qatar,low,Qatari Rial,QAR,0.2708830865869745,0.9860144351765852,1836527.2610277296,0.147497449308423,2.276837034584069e-6
scenario1,AUS,AUS,Australia,low,Australian Dollar,AUD,0.17895620552379005,0.2502165665633633,23606993.332121313,0.007580643710365683,1.380630819446945e-7
scenario1,SAU,SAU,Saudi Arabia,low,Saudi Riyal,SAR,0.08810240560057904,0.3303840210021716,37806554.97051402,0.002330347360908488,1.0070733092969323e-7
scenario1,ALB,ALB,Albania,low,Lek,ALL,0,0,2905451.8089181306,0,0
scenario1,ARM,ARM,Armenia,low,Armenian Dram,AMD,0,0,2563884.8949268283,0,0
scenario1,AUT,AUT,Austria,low,Euro,EUR,0,0,9103193.226131689,0,0
scenario1,AZE,AZE,Azerbaijan,low,Azerbaijanian Manat,AZN,0,0,11502456.736960044,0,0
scenario1,BDI,BDI,Burundi,low,Burundi Franc,BIF,0,0,15059133.542332204,0,0
scenario1,BEL,BEL,Belgium,low,Euro,EUR,0,0,9195762.983849602,0,0
scenario1,BGR,BGR,Bulgaria,low,Bulgarian Lev,BGN,0,0,6513280.710046376,0,0
scenario1,BIH,BIH,Bosnia and Herzegovina,low,Convertible Mark,BAM,0,0,4050144.1738026575,0,0
scenario1,BLR,BLR,Belarus,low,Belarussian Ruble,BYN,0,0,8753156.134877726,0,0
scenario1,CAF,CAF,Central African Republic,low,CFA Franc BEAC,XAF,0,0,5051925.228789834,0,0
scenario1,CHE,CHE,Switzerland,low,Swiss Franc,CHF,0,0,9458702.378865771,0,0
scenario1,CHE,CHE,Switzerland,low,WIR Euro,CHE,0,0,9458702.378865771,0,0
scenario1,CHE,CHE,Switzerland,low,WIR Franc,CHW,0,0,9458702.378865771,0,0
scenario1,CMR,CMR,Cameroon,low,CFA Franc BEAC,XAF,0,0,28320479.783736493,0,0
scenario1,COG,COG,Republic of Congo,low,CFA Franc BEAC,XAF,0,0,5667584.856834331,0,0
scenario1,COM,COM,Comoros,low,Comoro Franc,KMF,0,0,1097249.284676643,0,0
scenario1,CYP,CYP,Cyprus,low,Euro,EUR,0,0,594152.0304241419,0,0
scenario1,CZE,CZE,Czech Republic,low,Czech Koruna,CZK,0,0,11260319.804197531,0,0
scenario1,DEU,DEU,Germany,low,Euro,EUR,0,0,83164533.25511792,0,0
scenario1,DJI,DJI,Djibouti,low,Djibouti Franc,DJF,0,0,1194202.3794693202,0,0
scenario1,DNK,DNK,Denmark,low,Danish Krone,DKK,0,0,7252062.408619459,0,0
scenario1,DZA,DZA,Algeria,low,Algerian Dinar,DZD,0,0,19808676.24092221,0,0
scenario1,EGY,EGY,Egypt,low,Egyptian Pound,EGP,0,0,117744263.86412014,0,0
scenario1,ESP,ESP,Spain,low,Euro,EUR,0,0,104056.33303330958,0,0
scenario1,EST,EST,Estonia,low,Euro,EUR,0,0,1160254.668296466,0,0
scenario1,ETH,ETH,Ethiopia,low,Ethiopian Birr,ETB,0,0,121930251.56073064,0,0
scenario1,FIN,FIN,Finland,low,Euro,EUR,0,0,5712697.109822828,0,0
scenario1,FRA,FRA,France,low,Euro,EUR,0,0,20837583.885492053,0,0
scenario1,FSM,FSM,Micronesia,low,US Dollar,USD,0,0,134760.48996759154,0,0
scenario1,GAB,GAB,Gabon,low,CFA Franc BEAC,XAF,0,0,2079362.9241185542,0,0
scenario1,GEO,GEO,Georgia,low,Lari,GEL,0,0,4789448.582902501,0,0
scenario1,GNQ,GNQ,Equatorial Guinea,low,CFA Franc BEAC,XAF,0,0,1092428.530259434,0,0
scenario1,GRC,GRC,Greece,low,Euro,EUR,0,0,9718599.450102596,0,0
scenario1,HRV,HRV,Croatia,low,Kuna,HRK,0,0,4071626.2777498025,0,0
scenario1,HUN,HUN,Hungary,low,Forint,HUF,0,0,9692414.469468158,0,0
scenario1,IRQ,IRQ,Iraq,low,Iraqi Dinar,IQD,0,0,45599767.77457884,0,0
scenario1,ISR,ISR,Israel,low,New Israeli Sheqel,ILS,0,0,8417365.787389807,0,0
scenario1,ITA,ITA,Italy,low,Euro,EUR,0,0,58068413.92860626,0,0
scenario1,JOR,JOR,Jordan,low,Jordanian Dinar,JOD,0,0,9078854.178224951,0,0
scenario1,KEN,KEN,Kenya,low,Kenyan Shilling,KES,0,0,54818434.74308484,0,0
scenario1,KWT,KWT,Kuwait,low,Kuwaiti Dinar,KWD,0,0,4001664.493383218,0,0
scenario1,LBN,LBN,Lebanon,low,Lebanese Pound,LBP,0,0,9823395.453600999,0,0
scenario1,LBY,LBY,Libya,low,Libyan Dinar,LYD,0,0,7023958.237293931,0,0
scenario1,LTU,LTU,Lithuania,low,Euro,EUR,0,0,2537440.2808112088,0,0
scenario1,LUX,LUX,Luxembourg,low,Euro,EUR,0,0,630002.1467829145,0,0
scenario1,LVA,LVA,Latvia,low,Euro,EUR,0,0,1983335.4757782724,0,0
scenario1,MDA,MDA,Moldova,low,Moldovan Leu,MDL,0,0,4177711.2855651015,0,0
scenario1,MKD,MKD,Macedonia,low,Denar,MKD,0,0,2062098.2857916006,0,0
scenario1,MLI,MLI,Mali,low,CFA Franc BCEAO,XOF,0,0,830.5308384140017,0,0
scenario1,MLT,MLT,Malta,low,Euro,EUR,0,0,243293.09316892116,0,0
scenario1,MNE,MNE,Montenegro,low,Euro,EUR,0,0,648704.7875351922,0,0
scenario1,MUS,MUS,Mauritius,low,Mauritius Rupee,MUR,0,0,899238.1399645014,0,0
scenario1,NER,NER,Niger,low,CFA Franc BCEAO,XOF,0,0,19180533.72190894,0,0
scenario1,NGA,NGA,Nigeria,low,Naira,NGN,0,0,195583750.29555932,0,0
scenario1,NLD,NLD,Netherlands,low,Euro,EUR,0,0,16244570.384703126,0,0
scenario1,NOR,NOR,Norway,low,Norwegian Krone,NOK,0,0,5663235.370024569,0,0
scenario1,PNG,PNG,Papua New Guinea,low,Kina,PGK,0,0,8820060.531494558,0,0
scenario1,POL,POL,Poland,low,Zloty,PLN,0,0,38851857.86721386,0,0
scenario1,PSE,PSE,Palestina,low,No universal currency,NA,0,0,6739650.967265959,0,0
scenario1,ROU,ROU,Romania,low,Romanian Leu,RON,0,0,17798223.223186947,0,0
scenario1,RWA,RWA,Rwanda,low,Rwanda Franc,RWF,0,0,14370462.206818962,0,0
scenario1,SDN,SDN,Sudan,low,Sudanese Pound,SDG,0,0,50045381.48048536,0,0
scenario1,SLB,SLB,Solomon Islands,low,Solomon Islands Dollar,SBD,0,0,1007596.1244281443,0,0
scenario1,SRB,SRB,Serbia,low,Serbian Dinar,RSD,0,0,6889782.115708105,0,0
scenario1,STP,STP,São Tomé and Príncipe,low,Dobra,STN,0,0,149843.3108809211,0,0
scenario1,SVK,SVK,Slovakia,low,Euro,EUR,0,0,5612793.152705005,0,0
scenario1,SVN,SVN,Slovenia,low,Euro,EUR,0,0,2130017.8712116624,0,0
scenario1,SWE,SWE,Sweden,low,Swedish Krona,SEK,0,0,10675580.5254405,0,0
scenario1,SYC,SYC,Seychelles,low,Seychelles Rupee,SCR,0,0,141928.41359319838,0,0
scenario1,TCD,TCD,Chad,low,CFA Franc BEAC,XAF,0,0,18320276.76883309,0,0
scenario1,TUN,TUN,Tunisia,low,Tunisian Dinar,TND,0,0,12940723.207036382,0,0
scenario1,TUR,TUR,Turkey,low,Turkish Lira,TRY,0,0,86256156.31741938,0,0
scenario1,UGA,UGA,Uganda,low,Uganda Shilling,UGX,0,0,55019922.10239648,0,0
scenario1,UKR,UKR,Ukraine,low,Hryvnia,UAH,0,0,44997922.86641376,0,0
scenario1,ERI,ERI,Eritrea,low,Nakfa,ERN,0,0,6222660.084534256,0,NA
scenario1,GUM,GUM,Guam,low,US Dollar,USD,0,0,226467.25112317514,0,NA
scenario1,IOT,IOT,British Indian Ocean Territory,low,NA,NA,0,0,NA,NA,NA
scenario1,LIE,LIE,Liechtenstein,low,Swiss Franc,CHF,0,0,NA,NA,NA
scenario1,MCO,MCO,Monaco,low,Euro,EUR,0,0,NA,NA,NA
scenario1,MHL,MHL,Marshall Islands,low,US Dollar,USD,0,0,NA,NA,NA
scenario1,MNP,MNP,Northern Mariana Islands,low,US Dollar,USD,0,0,NA,NA,NA
scenario1,PLW,PLW,Palau,low,US Dollar,USD,0,0,NA,NA,NA
scenario1,PRK,PRK,North Korea,low,NA,NA,0,0,26980063.708160583,0,NA
scenario1,SMR,SMR,San Marino,low,Euro,EUR,0,0,NA,NA,NA
scenario1,SOM,SOM,Somalia,low,NA,NA,0,0,13959348.401898956,0,NA
scenario1,SSD,SSD,South Sudan,low,South Sudanese Pound,SSP,0,0,14567200.358833779,0,NA
scenario1,SYR,SYR,Syria,low,NA,NA,0,0,19277995.95738257,0,NA
scenario1,TWN,TWN,Taiwan,low,NA,NA,0,0,26950451.66889423,0,NA
scenario1,YEM,YEM,Yemen,low,Yemeni Rial,YER,0,0,33830171.55368241,0,NA
