scenario,iso3,region_id,region_name,estimate,Currency.Name,Currency.Code,cost.USD,cost.LCU,pop,cost.percap.USD,cost.perc
scenario1,MNG,MNG,Mongolia,central,Tugrik,MNT,0.8605146630576308,2292.0164303610463,3158347.8431124394,0.2724572168116936,6.343243506665645e-5
scenario1,TJK,TJK,Tajikistan,central,Somoni,TJS,0.5626368824915893,5.362154544897846,11744796.696667368,0.047905204068048254,5.501365046472497e-5
scenario1,KGZ,KGZ,Kyrgyzstan,central,Som,KGS,0.3893061251336761,27.169421105139442,7698510.125475707,0.05056902164035538,3.862020185126721e-5
scenario1,UZB,UZB,Uzbekistan,central,Uzbekistan Sum,UZS,1.728353278682808,15273.09064864825,33898551.177533984,0.05098605157580485,2.9559853692343555e-5
scenario1,HKG,HKG,Hong Kong,central,Hong Kong Dollar,HKD,11.462040516456982,89.81540328290538,8390908.564098,1.366007081223524,2.801730457506371e-5
scenario1,MAC,MAC,Macao,central,Pataca,MOP,0.23159123211064464,1.8690570387489576,99759.40151396206,2.3214978096899643,2.7605199646118567e-5
scenario1,AGO,AGO,Angola,central,Kwanza,AOA,2.663849801252251,971.8411348216923,32824595.587040983,0.08115407832485004,2.7291605995473965e-5
scenario1,COD,COD,Democratic Republic of the Congo,central,Congolese Franc,CDF,0.9636493226498357,1587.862904254427,105225969.1392145,0.009157903990173022,1.679682992431535e-5
scenario1,TKM,TKM,Turkmenistan,central,Turkmenistan New Manat,TMT,0.6945896739112576,2.4310638586894022,6507940.6256007105,0.10672956529119286,1.5320102029213182e-5
scenario1,TZA,TZA,Tanzania,central,Tanzanian Shilling,TZS,1.1039939219745027,2539.725873569205,68159882.5260827,0.016197121841459133,1.4434370395670897e-5
scenario1,KAZ,KAZ,Kazakhstan,central,Tenge,KZT,1.6737524182227008,640.6242189432094,19615523.263931926,0.08532795152604038,8.768541596280867e-6
scenario1,ARE,ARE,United Arab Emirates,central,UAE Dirham,AED,3.144292197055773,11.5474130936873,9918093.396267261,0.3170258709440212,7.355021572585065e-6
scenario1,OMN,OMN,Oman,central,Rial Omani,OMR,0.5695158528751664,0.21897884543050086,5949570.699472176,0.09572385666846378,6.186096405114022e-6
scenario1,BHR,BHR,Bahrain,central,Bahraini Dinar,BHD,0.11074484511981408,0.041640061765050106,975688.8235614493,0.11350426739088226,4.829151542275554e-6
scenario1,IRN,IRN,Iran,central,Iranian Rial,IRR,2.000838659150276,68813.8093704848,88100458.42551258,0.022710876820714283,4.114057647739091e-6
scenario1,RUS,RUS,Russia,central,Russian Ruble,RUB,6.607801599977336,427.773877638852,145051086.4450135,0.04555499556690495,3.932241150072881e-6
scenario1,QAT,QAT,Qatar,central,Qatari Rial,QAR,0.39793481241663803,1.448482717196559,1836527.2610277296,0.21667786852995133,3.3447371324512686e-6
scenario1,AUS,AUS,Australia,central,Australian Dollar,AUD,0.2312741620570018,0.32336753338809987,23606993.332121313,0.009796849552302542,1.78425908698213e-7
scenario1,SAU,SAU,Saudi Arabia,central,Saudi Riyal,SAR,0.13880138219029572,0.5205051832136093,37806554.97051402,0.0036713575806774593,1.586598757939598e-7
scenario1,ALB,ALB,Albania,central,Lek,ALL,0,0,2905451.8089181306,0,0
scenario1,ARM,ARM,Armenia,central,Armenian Dram,AMD,0,0,2563884.8949268283,0,0
scenario1,AUT,AUT,Austria,central,Euro,EUR,0,0,9103193.226131689,0,0
scenario1,AZE,AZE,Azerbaijan,central,Azerbaijanian Manat,AZN,0,0,11502456.736960044,0,0
scenario1,BDI,BDI,Burundi,central,Burundi Franc,BIF,0,0,15059133.542332204,0,0
scenario1,BEL,BEL,Belgium,central,Euro,EUR,0,0,9195762.983849602,0,0
scenario1,BGR,BGR,Bulgaria,central,Bulgarian Lev,BGN,0,0,6513280.710046376,0,0
scenario1,BIH,BIH,Bosnia and Herzegovina,central,Convertible Mark,BAM,0,0,4050144.1738026575,0,0
scenario1,BLR,BLR,Belarus,central,Belarussian Ruble,BYN,0,0,8753156.134877726,0,0
scenario1,CAF,CAF,Central African Republic,central,CFA Franc BEAC,XAF,0,0,5051925.228789834,0,0
scenario1,CHE,CHE,Switzerland,central,Swiss Franc,CHF,0,0,9458702.378865771,0,0
scenario1,CHE,CHE,Switzerland,central,WIR Euro,CHE,0,0,9458702.378865771,0,0
scenario1,CHE,CHE,Switzerland,central,WIR Franc,CHW,0,0,9458702.378865771,0,0
scenario1,CMR,CMR,Cameroon,central,CFA Franc BEAC,XAF,0,0,28320479.783736493,0,0
scenario1,COG,COG,Republic of Congo,central,CFA Franc BEAC,XAF,0,0,5667584.856834331,0,0
scenario1,COM,COM,Comoros,central,Comoro Franc,KMF,0,0,1097249.284676643,0,0
scenario1,CYP,CYP,Cyprus,central,Euro,EUR,0,0,594152.0304241419,0,0
scenario1,CZE,CZE,Czech Republic,central,Czech Koruna,CZK,0,0,11260319.804197531,0,0
scenario1,DEU,DEU,Germany,central,Euro,EUR,0,0,83164533.25511792,0,0
scenario1,DJI,DJI,Djibouti,central,Djibouti Franc,DJF,0,0,1194202.3794693202,0,0
scenario1,DNK,DNK,Denmark,central,Danish Krone,DKK,0,0,7252062.408619459,0,0
scenario1,DZA,DZA,Algeria,central,Algerian Dinar,DZD,0,0,19808676.24092221,0,0
scenario1,EGY,EGY,Egypt,central,Egyptian Pound,EGP,0,0,117744263.86412014,0,0
scenario1,ESP,ESP,Spain,central,Euro,EUR,0,0,104056.33303330958,0,0
scenario1,EST,EST,Estonia,central,Euro,EUR,0,0,1160254.668296466,0,0
scenario1,ETH,ETH,Ethiopia,central,Ethiopian Birr,ETB,0,0,121930251.56073064,0,0
scenario1,FIN,FIN,Finland,central,Euro,EUR,0,0,5712697.109822828,0,0
scenario1,FRA,FRA,France,central,Euro,EUR,0,0,20837583.885492053,0,0
scenario1,FSM,FSM,Micronesia,central,US Dollar,USD,0,0,134760.48996759154,0,0
scenario1,GAB,GAB,Gabon,central,CFA Franc BEAC,XAF,0,0,2079362.9241185542,0,0
scenario1,GEO,GEO,Georgia,central,Lari,GEL,0,0,4789448.582902501,0,0
scenario1,GNQ,GNQ,Equatorial Guinea,central,CFA Franc BEAC,XAF,0,0,1092428.530259434,0,0
scenario1,GRC,GRC,Greece,central,Euro,EUR,0,0,9718599.450102596,0,0
scenario1,HRV,HRV,Croatia,central,Kuna,HRK,0,0,4071626.2777498025,0,0
scenario1,HUN,HUN,Hungary,central,Forint,HUF,0,0,9692414.469468158,0,0
scenario1,IRQ,IRQ,Iraq,central,Iraqi Dinar,IQD,0,0,45599767.77457884,0,0
scenario1,ISR,ISR,Israel,central,New Israeli Sheqel,ILS,0,0,8417365.787389807,0,0
scenario1,ITA,ITA,Italy,central,Euro,EUR,0,0,58068413.92860626,0,0
scenario1,JOR,JOR,Jordan,central,Jordanian Dinar,JOD,0,0,9078854.178224951,0,0
scenario1,KEN,KEN,Kenya,central,Kenyan Shilling,KES,0,0,54818434.74308484,0,0
scenario1,KWT,KWT,Kuwait,central,Kuwaiti Dinar,KWD,0,0,4001664.493383218,0,0
scenario1,LBN,LBN,Lebanon,central,Lebanese Pound,LBP,0,0,9823395.453600999,0,0
scenario1,LBY,LBY,Libya,central,Libyan Dinar,LYD,0,0,7023958.237293931,0,0
scenario1,LTU,LTU,Lithuania,central,Euro,EUR,0,0,2537440.2808112088,0,0
scenario1,LUX,LUX,Luxembourg,central,Euro,EUR,0,0,630002.1467829145,0,0
scenario1,LVA,LVA,Latvia,central,Euro,EUR,0,0,1983335.4757782724,0,0
scenario1,MDA,MDA,Moldova,central,Moldovan Leu,MDL,0,0,4177711.2855651015,0,0
scenario1,MKD,MKD,Macedonia,central,Denar,MKD,0,0,2062098.2857916006,0,0
scenario1,MLI,MLI,Mali,central,CFA Franc BCEAO,XOF,0,0,830.5308384140017,0,0
scenario1,MLT,MLT,Malta,central,Euro,EUR,0,0,243293.09316892116,0,0
scenario1,MNE,MNE,Montenegro,central,Euro,EUR,0,0,648704.7875351922,0,0
scenario1,MUS,MUS,Mauritius,central,Mauritius Rupee,MUR,0,0,899238.1399645014,0,0
scenario1,NER,NER,Niger,central,CFA Franc BCEAO,XOF,0,0,19180533.72190894,0,0
scenario1,NGA,NGA,Nigeria,central,Naira,NGN,0,0,195583750.29555932,0,0
scenario1,NLD,NLD,Netherlands,central,Euro,EUR,0,0,16244570.384703126,0,0
scenario1,NOR,NOR,Norway,central,Norwegian Krone,NOK,0,0,5663235.370024569,0,0
scenario1,PNG,PNG,Papua New Guinea,central,Kina,PGK,0,0,8820060.531494558,0,0
scenario1,POL,POL,Poland,central,Zloty,PLN,0,0,38851857.86721386,0,0
scenario1,PSE,PSE,Palestina,central,No universal currency,NA,0,0,6739650.967265959,0,0
scenario1,ROU,ROU,Romania,central,Romanian Leu,RON,0,0,17798223.223186947,0,0
scenario1,RWA,RWA,Rwanda,central,Rwanda Franc,RWF,0,0,14370462.206818962,0,0
scenario1,SDN,SDN,Sudan,central,Sudanese Pound,SDG,0,0,50045381.48048536,0,0
scenario1,SLB,SLB,Solomon Islands,central,Solomon Islands Dollar,SBD,0,0,1007596.1244281443,0,0
scenario1,SRB,SRB,Serbia,central,Serbian Dinar,RSD,0,0,6889782.115708105,0,0
scenario1,STP,STP,São Tomé and Príncipe,central,Dobra,STN,0,0,149843.3108809211,0,0
scenario1,SVK,SVK,Slovakia,central,Euro,EUR,0,0,5612793.152705005,0,0
